품목코드,품목명,평균수주단가,Column 4
,,,
1.#JE+00,가쓰오다시국물900ml,,
11501122,조미액-갈릭라이스3kg,,
11501131,조미유-쉐프솔루션베이스볶음밥(시즌),,
23C00006,레몬탕수육소스2kg(재),,
23C00007,레몬탕수육소스200g(재),,
23C00014,탕수소스-이랜드(재),,
23C00015,양장피소스T(재),,
23C00017,탕수육소스CW(E)(재),,
23C00019,염지용소스(재),,
23C00023,사천식불족발용소스(재),,
23C00031,노브랜드짜장덮밥소스/14일에이징출고(재),,
23C00039,카페짜장마리네이드소스,,
23C01036,바다향굴소스(재),,
23C01040,탕수소스140g(재),,
23C01045,웍소스(재),,
23C01049,유린기소스-L(재),,
23C01050,쌀루짬뽕면소스재),,
23C01053,훠궈소스E(재),,
23C01054,하송짬뽕소스(재),,
23C01057,짬뽕소스JB 2kg(분리액상)(재),,
23C01061,호식이불짬뽕소스-H 2kg(재),,
23C01062,호식이불짬뽕소스-H 50g(재),,
23C01063,하송짬뽕소스1kg(재),,
23C01067,매콤쌈장 (korean spicy soybean paste)(수출용)(재),,
23D01071,챔키위드레싱2kg(재),,
23D01097,용블루베리드레싱(재),,
23D01120,타르타르소스-H(재),,
23D01136,만다린오렌지드레싱(재),,
23D01138,파인애플드레싱-E(재),,
23D01143,요거트드레싱(재),,
23D01149,요리愛[애]허니머스타드소스(재),,
23D01151,애플드레싱1kg(재),,
23D01152,겨자드레싱(재),,
23D01156,시아스오리엔탈소스(재),,
23D01157,이마트1000아일랜드드레싱540g(재),,
23D01158,키위드레싱-R(재),,
23D01161,치킨샐러드드레싱(재),,
23D01164,케이준드레싱골드(재),,
23D01165,사우전아일랜드-K(재),,
23D01166,핫베이컨드레싱(재),,
23D01167,이마트그린키위드레싱580g(재),,
23D01168,이마트블루베리드레싱590g(재),,
23D01169,이마트프리미엄참깨드레싱550g(재),,
23D01170,KFC마요드레싱3kg(재),,
23D01172,레드와인드레싱(재),,
23D01173,오리엔탈소이소스(재),,
23D01179,파인애플머스타드드레싱(재),,
23D01180,트레이더스가쓰오다시국물(재),,
23D01181,메론드레싱(재),,
23D01187,허브과일맛소스(재),,
23D01188,오리엔탈레몬소스(재),,
23D01191,시아스발사믹드레싱(재),,
23D01192,시저드레싱-D(재),,
23D01193,스위트마요소스(재),,
23D01194,발사믹드레싱100g(재),,
23D01198,프리미엄키위드레싱(재),,
23D01202,요리愛(애)사우전아일랜드드레싱260g(재),,
23D01203,허니요거트드레싱네이처(재),,
23D01205,뉴만다린오렌지드레싱(재),,
23D01206,뉴블루베리드레싱(재),,
23D01209,프리미엄키위드레싱-E 2kg(재),,
23D01214,Sias유자드레싱1025g(재),,
23D01217,겨자냉채소스1kg(재),,
23D01218,시아스올리브유오리엔탈드레싱975g(재),,
23D01219,한식요리에잘어울리는오리엔탈드레싱270(재,,
23D01221,갈릭소스-M(재),,
23D01222,케이준소스-M(재),,
23D01226,발사믹겨자소스(재),,
23D01235,프리미엄오리엔탈드레싱1kg(재),,
23D01241,크라제케이준소스1kg(재),,
23D01245,유자샐러드소스240g(재),,
23D01255,ORGA유자드레싱275g(재),,
23D01260,유자샐러드소스-N 235g(재),,
23D01266,우아한오리엔탈드레싱270g(재),,
23D01267,우아한키위드레싱345g(재),,
23D01269,자연드림시저드레싱(재),,
23D01276,자연드림사우전아일랜드드레싱(260g)(재),,
23D01277,우엉칩용드레싱E(재),,
23D01279,시져소스T(재),,
23D01286,홈스타일오리엔탈드레싱(재),,
23D01291,정성담은시저드레싱(215g)(재),,
23D01292,발사믹드레싱-G(30g)(재),,
23D01296,발사믹겨자소스JB(재),,
23D01298,유자발사믹소스P(재),,
23D01307,마왕유자소스2kg(재),,
23D01308,정성담은사우전아일랜드드레싱(260g)(재),,
23D01313,정성담은발사믹드레싱(245g)(재),,
23D01319,딸기요거트드레싱-N 235g(재),,
23D01324,CITRON DRESSING(냉장출고보관)(재),,
23D01326,홈플러스시그니처키위드레싱(재),,
23D01340,곰곰오리엔탈드레싱(재),,
23D01341,곰곰참깨드레싱(재),,
23D02020,케이준샐러드드레싱(재),,
23D02060,레몬갈릭소스(재),,
23D02080,참깨흑임자드레싱(재),,
23D02094,스위트머스타드드레싱(재),,
23D02098,스위트머스타드드레싱2kg(재),,
23D02100,참깨흑임자드레싱2kg(재),,
23D02111,아몬드호두드레싱(재),,
23D02138,세서미오리엔탈드레싱2kg(재),,
23D02139,크리미시저드레싱(재),,
23D02140,세서미오리엔탈드레싱(재),,
23D02141,올리브유발사믹드레싱(재),,
23D02142,참깨흑임자드레싱100g(재),,
23D02149,1/2샐러드소스 키위(재),,
23D02150,1/2샐러드소스 파인애플(재),,
23D02151,1/2샐러드소스 스트로베리(재),,
23D02152,올리브유발사믹드레싱105g(재),,
23D02155,렌치드레싱-C(재),,
23D02156,오리엔탈드레싱225g(재),,
23D02160,1/2샐러드소스 키위115g(재),,
23D02161,참깨흑임자드레싱105g(재),,
23D02162,오리엔탈드레싱115g(재),,
23D02164,아몬드호두드레싱495g(재),,
23D02168,아몬드호두드레싱(재),,
23D02170,1/2샐러드소스파인애플(재),,
23D02171,1/2샐러드소스키위(재),,
23D02172,크리미시저드레싱(재),,
23D02177,올리브유발사믹드레싱105g(재),,
23D02181,들깨드레싱235g(재),,
23D02182,크리미시저30g(재),,
23D02183,올리브유발사믹30g(재),,
23D02187,스위트머스타드110g(재),,
23D02188,스위트머스타드-P(재),,
23D02189,아몬드호두드레싱-P(재),,
23D02190,참깨흑임자드레싱-P(재),,
23D02191,올리브발사믹드레싱-P(재),,
23D02192,쉐프메이드오리엔탈드레싱(재),,
23D02193,레몬갈릭소스-P(재),,
23D02195,쉐프메이드세서미오리엔탈드레싱(재),,
23D02196,1/2스트로베리샐러드소스-P(재),,
23D02197,1/2키위샐러드소스-P(재),,
23D02198,1/2파인애플샐러드소스-P(재),,
23D02200,쉐프메이드오리엔탈드레싱550g(재),,
23D02201,스위트머스타드-P 510g(재),,
23D02202,참깨흑임자드레싱-P 495g(재),,
23D02203,아몬드호두드레싱-P 495g(재),,
23D02205,참깨흑임자드레싱38(재),,
23D02208,이스트오일소스25g(재),,
23D02210,요리愛고소한흑임자드레싱(재),,
23D02215,올리브유발사믹드레싱2kg(재),,
23D02217,크리미시저드레싱2kg(재),,
23D02222,올리브유발사믹드레싱40g-P(재),,
23D02223,오리엔탈드레싱40g-P(재),,
23D02228,흑임자드레싱2kg(재),,
23D02236,ORGA흑임자드레싱250g(재),,
23D02237,JFC세서미드레싱15g(재),,
23D02238,오리엔탈드레싱-N 240g(재),,
23D02239,세서미오리엔탈드레싱-N 240g(재),,
23D02240,크리미시저드레싱-N 220g(재),,
23D02242,들깨드레싱-N 230g(재),,
23D02243,키위저지방샐러드소스-N 235g(재),,
23D02244,골드파인애플&골드키위저지방샐러드-N 235g,,
23D02246,딸기저지방샐러드소스-N 230g(재),,
23D02247,참깨&흑임자드레싱-N 220g(재),,
23D02248,허니머스타드드레싱-N 230g(재),,
23D02249,아몬드&호두드레싱-N 225g(재),,
23D02250,레몬갈릭샐러드소스-N 245g(재),,
23D02251,딸기치아씨드샐러드소스2kg(재),,
23D02252,망고치아씨드샐러드소스2kg(재),,
23D02259,파인애플치아씨드샐러드소스2kg(재),,
23D02262,자연드림흑임자드레싱(재),,
23D02273,흑참깨드레싱E(재),,
23D02274,클래식시저드레싱220g(재),,
23D02277,참깨&흑임자드레싱-N 495g(재),,
23D02278,참깨&흑임자드레싱-N 105g(재),,
23D02279,허니머스타드드레싱-N 510g(재),,
23D02280,허니머스타드드레싱-N 110g(재),,
23D02281,아몬드&호두드레싱-N 495g(재),,
23D02282,아몬드&호두드레싱-N 110g(재),,
23D02283,키위저지방샐러드소스-N 115g(재),,
23D02284,오리엔탈드레싱-N 550g(재),,
23D02285,오리엔탈드레싱-N 115g(재),,
23D02286,발사믹올리브유드레싱235g(재),,
23D02289,다향발사믹소스(재),,
23D02291,렐리쉬머스타드(2kg)(재),,
23D02292,정성담은오리엔탈드레싱(240g)(재),,
23D02293,정성담은흑임자드레싱(220g)(재),,
23D02294,오리엔탈드레싱-N 1kg(재),,
23D02295,킹즈레몬소스(재),,
23D02297,아몬드호두드레싱FM(재),,
23D02301,들깨드레싱E(재),,
23D02305,천년풍미피어&애플샤워크림소스2kg(재),,
23D02308,발사믹올리브유드레싱110g(재),,
23D02309,레몬갈릭샐러드소스-N 110g(재),,
23D02311,아몬드&호두드레싱-N 495*2(재),,
23D02322,플레인요거트드레싱-N 110g(재),,
23D02326,흑임자소스(재),,
23D02367,(연결링)(20년)아몬드&호두드레싱-N495g*2ea(재),,
23D03030,시아스사우전아일랜드드레싱(재),,
23D03082,딸기드레싱(재),,
23D03085,포도씨유로만든키위드레싱540g(재),,
23D03086,포도씨유로만든파인애플드레싱545g(재),,
23D03087,포도씨유로만든파인요거트드레싱495g(재),,
23D03088,포도씨유로만든블루베리드레싱540g(재),,
23D03089,시키사이파인요거트드레싱(재),,
23D03090,렌치드레싱485g(재),,
23D03091,참깨&아몬드드레싱495g(재),,
23D03092,고소한참깨드레싱(재),,
23D03093,발사믹드레싱-E(재),,
23D03094,챔키위드레싱240g(재),,
23D03095,챔케이준드레싱250g(재),,
23D03096,네네피자렌치드레싱(재),,
23D03097,챔케이준드레싱100g(재),,
23D03107,고소한참깨드레싱(매콤한맛)(재),,
23D03109,에땅랜치소스1kg(재),,
23D04020,시아스허니머스타드소스(재),,
23D04070,사쿠사쿠머스타드소스30g(재),,
23D04103,사우전아일랜드드레싱골드(재),,
23D04104,키위드레싱골드(재),,
23D04105,요거트드레싱골드(재),,
23D04106,허니머스타드소스골드(재),,
23D04107,바른선허니머스타드소스2kg(재),,
23D04108,바른선키위드레싱2kg(재),,
23D04109,바른선요거트드레싱2kg(재),,
23D04120,크라제허니소스1kg(재),,
23D04121,존슨허니버터소스(재),,
23D04125,카츠젠사우전아일랜드드레싱2kg(재),,
23D04126,홈스타일1000아일랜드드레싱(재),,
23D04128,dip머스타드소스(재),,
23D04131,사우전소스-NY(재),,
23D04133,홈플러스시그니처허니머스터드드레싱(재),,
23D07030,시아스키위드레싱(재),,
23D08039,핫도그칠리소스T(재),,
23D08040,칠리소스-엠피(1kg)(재),,
23D08042,토마토칠리소스2kg(재),,
23D08044,핫도그미트칠리소스-T(재),,
23D08045,일인식샤브샤브수끼소스(재),,
23D08055,멕시칸풍비프칠리소스(재),,
23D08057,(20년)멕시칸풍비프칠리소스(재),,
23D13030,시아스칠리소스2kg(재),,
23D13032,시아스칠리소스12g(재),,
23D16003,사우전아일랜드드레싱80g(재),,
23D16015,기로스머스타드소스(재),,
23D19002,1/2플레인소스-현미유(재),,
23D19003,플레인소스-현미유(재),,
23D19004,플레인소스/현미유(중국산)(재),,
23G01003,데리야끼소스-E(재),,
23G01005,매운데리야끼소스-R(재),,
23G01008,치킨버스데리야끼소스(재),,
23G01010,일식데리야끼소스(재),,
23G01012,치킨버스흑마늘데리야끼(재),,
23G01020,데리야끼소스-E18kg(재),,
23G01021,마늘간장소스-R(재),,
23G01025,하송갈릭데리야끼소스(재),,
23G01026,하송우스타소스(재),,
23G01028,바다원데리야끼소스20g(재),,
23G01029,고베데리야끼소스(재),,
23G01034,생강데리야끼소스(재),,
23G02002,맘스스위트양념소스(재),,
23G02004,매운간장양념치킨소스(재),,
23G02008,강정용소스(재),,
23G02010,맘스터치오리진파닭소스(재),,
23G02013,칠리양념치킨소스(재),,
23G02022,매콤파닭소스(재),,
23G02027,매운바베큐양념소스-수출(재),,
23G02029,요리애양념치킨소스(재),,
23G02030,닭강정소스-S(재),,
23G02031,간장양념치킨소스-K(재),,
23G02033,DS매운강정소스(재),,
23G02046,60계매운양념치킨소스(재),,
23G02047,닭강정소스-이랜드(재),,
23G02048,60계양념치킨소스(칠리)(재),,
23G02049,요리애양념치킨소스10kg(재),,
23G02053,홍익닭강정소스(재),,
23G02055,자연드림양념치킨소스(10kg)(재),,
23G02056,60계옛날양념치킨소스(재),,
23G02058,양념치킨소스-M(재),,
23G02059,하송양념치킨소스(재),,
23G02060,깐풍기용소스(재),,
23G02061,갈릭소이소스(재),,
23G02062,매콤달콤강정소스(60g)(재),,
23G02064,지리산꿀닭소스(재),,
23G02066,꾼닭마늘간장소스(재),,
23G02068,와라양념치킨소스(재),,
23G02069,정성담은양념치킨소스(320g)(재),,
23G02070,정성담은양념치킨소스(10kg)(재),,
23G02074,닭강정소스T(재),,
23G02082,깐풍치킨버거용소스(재),,
23G02091,(닭강정)수원왕갈비맛소스(재),,
23G02093,양념치킨소스E(재),,
23G02096,60계6초치킨매운양념소스(재),,
23H01007,레몬유자소스2kg(재),,
23J01005,모밀소스-W(재),,
23J01007,가츠동소스(재),,
23K01090,시아스고구마소스(재),,
23K01111,용돈까스소스M(재),,
23K01121,디오니스살사소스(재),,
23K01122,시아스돈까스소스P(재),,
23K01125,시아스핫칠리소스(재),,
23K01126,핫소스9g(재),,
23K01140,프리미엄돈까스소스(재),,
23K01221,허니소스9g(재),,
23K01244,원할머니기자미소스(재),,
23K01248,시아스핫립소스(재),,
23K01271,양념소스(재),,
23K01272,명인돈까스소스(재),,
23K01273,초대리-B 20kg(재),,
23K01275,갈릭레몬소스(재),,
23K01276,로스트소스(재),,
23K01277,핫로스트소스(재),,
23K01278,타바스코맛바베큐소스(재),,
23K01279,파파이스케이준토마토소스(재),,
23K01280,파파이스핑거휠레소스(재),,
23K01295,갈릭스테이크소스(재),,
23K01296,후르츠스테이크소스(재),,
23K01304,데미그라스소스-P(재),,
23K01310,일식돈까스소스(재),,
23K01312,서비스면양념장(재),,
23K01316,토스트를 굽는 사람들 레드핫소스 (재),,
23K01317,포타이땅콩소스(재),,
23K01318,포타이퍼싸오소스(재),,
23K01321,나가사키베이스(재),,
23K01322,BS바베큐소스(재),,
23K01323,볶음요리용소스-H(재),,
23K01324,프렌치살몬소스30g(재),,
23K01327,데미그라스-E(재),,
23K01330,초밥액-W(재),,
23K01331,상큼한허브레몬소스(재),,
23K01332,매운맛소스(재),,
23K01335,어니언살사소스(재),,
23K01336,네네피자살사소스30g(재),,
23K01338,파파이스핫칠리소스(재),,
23K01340,치즈밥용빨강소스-R(재),,
23K01341,사이다(재),,
23K01345,케밥칠리소스(재),,
23K01346,바베큐포크소스(재),,
23K01347,나쵸치즈소스-J(재),,
23K01349,DN어향소스(재),,
23K01351,DN햇쌀소스(재),,
23K01352,DN나가사끼소스(재),,
23K01355,불고기버거소스-D20kg(재),,
23K01357,폭립바베큐소스20kg(재),,
23K01359,호면당탄탄소스(재),,
23K01361,꼬르꼬소스(재),,
23K01362,바베큐폭찹소스(재),,
23K01363,이탈리안드레싱(재),,
23K01365,콘샐러드용드레싱(재),,
23K01366,디엔짬뽕소스(재),,
23K01371,DS프렌치살몬소스(재),,
23K01372,오늘은허브칠리소스(재),,
23K01373,오늘은허니머스타드소스(재),,
23K01375,오늘은참깨흑임자드레싱(재),,
23K01379,오늘은쌈장소스(재),,
23K01380,오늘은초고추장소스(재),,
23K01381,오늘은고추장소스(재),,
23K01386,오늘은허니머스타드소스50g(재),,
23K01391,스위트스테이크소스(재),,
23K01396,나가사끼베이스-S(재),,
23K01410,레드와인소스1kg(재),,
23K01413,치커리샐러드용소스(재),,
23K01414,크라제데리소스1kg(재),,
23K01420,하림데미그라스소스30g(재),,
23K01423,쌈장소스235g(재),,
23K01424,고추장소스240g(재),,
23K01425,브리또용핫소스2kg(재),,
23K01430,와라폰즈소스(재),,
23K01431,나가사끼부타라멘소스2kg(재),,
23K01432,타카마살라카레베이스2kg(재),,
23K01433,고추장소스(재),,
23K01435,타카마살라카레베이스190g(재),,
23K01436,마늘소스-CU(재),,
23K01438,스윗갈릭소스G(재),,
23K01439,허니머스타드소스-T(재),,
23K01441,핫소스9g/300개입(재),,
23K01442,허니소스9g/300개입(재),,
23K01443,블랙스톤갈릭소스(재),,
23K01444,마크니커리소스(재),,
23K01445,초대리T(재),,
23K01447,고베규카츠단호박크림(재),,
23K01448,허니갈릭소스G(재),,
23K01451,선진매콤칠리소스(재),,
23K01454,일식카레소스FM(재),,
23K01456,고베규카츠단호박크림2kg(재),,
23K01457,마왕갈릭족발용소스(재),,
23K01458,함박스테이크소스-M(재),,
23K01461,토니데미그라스소스(재),,
23K01467,하남돼지집데미그라스소스(재),,
23K01470,치커리샐러드소스(배달용)(재),,
23K01471,스테이크소스-HS(재),,
23K01475,함박스테이크소스(재),,
23K01485,바베큐폭찹소스-R(재),,
23K01486,흑설탕소스(3kg)(재),,
23K01500,딜리소스갈릭스테이크(재),,
23K01501,SIAS어니언크림소스(냉장보관후출고)(재),,
23K01505,옐로우비타소스(재),,
23K01507,치즈크림소스G(재),,
23K01514,블랙페퍼머쉬룸소스(재),,
23K01519,인도풍커리소스T(재),,
23K02040,시아스살사소스(재),,
23K02110,핫소스-KM(재),,
23K02120,석류사과칵테일베이스(재),,
23K02122,복숭아칵테일베이스(재),,
23K02144,데미그라스소스-P20g(재),,
23K02146,시아스살사소스-S(재),,
23K02151,레드번용소스(재),,
23K02156,레드맥소스(1kg)(재),,
23K03038,,,
23K03060,시아스바베큐소스(재),,
23K03101,크림소스(재),,
23K03104,마리소스(재),,
23K03107,야끼소스(재),,
23K03115,시아스찹스테이크소스1kg(재),,
23K03123,어니언크림소스(재),,
23K03126,크라제바베큐소스-K290g(재),,
23K03128,크라제바베큐소스18kg(재),,
23K03130,볼케이노소스G(재),,
23K03131,빠네크림소스T(재),,
23K03132,어니언크림소스-S(재),,
23K03133,해물파스타용크림소스(재),,
23K03135,빠네마늘소스-T(재),,
23K03136,선진찹스테이크소스(재),,
23K03138,빠네크림소스G(재),,
23K03139,풀잎채크림소스(재),,
23K03140,피자꾼머쉬룸크림소스(재),,
23K03141,선진어니언크림소스(재),,
23K03145,어니언락교크림소스-T(재),,
23K03152,크림소스(재),,
23K03156,크림마요소스H(재),,
23L00001,자연드림 상큼한 토마토케찹(재),,
23L00003,자연드림 상큼한 토마토케찹-1(재),,
23L00005,토마토케찹18kg(재),,
23L00006,자연드림 상큼한 토마토케찹595g(재),,
23L00007,토마토케찹2kg(재),,
23L00008,토마토케찹자사용(재),,
23L00010,토마토케찹153kg(재),,
23L00015,네네토마토케첩153kg(재),,
23L00016,싱싱한토마토로만든맛이진한토마토355g(재),,
23L00019,자연드림 상큼한 토마토케찹280g(재),,
23L00022,하송유기농토마토케찹2kg(재),,
23L00024,상큼한토마토케찹18kg(재),,
23L00025,상큼한토마토케찹(280g)(재),,
23L00026,상큼한토마토케찹(595g)(재),,
23L00029,정성담은토마토케찹(280g)(재),,
23L00030,정성담은토마토케찹(595g)(재),,
23L00034,주니어쿱토마토케찹(1KG)(재),,
23L00036,차갑케찹(재),,
23L01001,이마트 야채케챱600g(재),,
23L01002,이마트 야채케챱295g(재),,
23P01020,미스터피자살사소스엠피(재),,
23P01040,임실앤치즈피자소스(재),,
23P01080,아이원피자소스(재),,
23P01088,예스피자소스G(재),,
23P01220,토토피자소스(재),,
23P01222,피자소스-H(재),,
23P01225,임실치즈피자소스골드-S(재),,
23P01226,까펠로피자소스((재),,
23P01227,하임피자소스2kg(재),,
23P01228,상큼한피자소스(재),,
23P01229,피자소스(재),,
23P01230,네네피자피자소스(재),,
23P01231,이베스트피자소스(재),,
23P01234,피자꾼피자소스(재)/구,,
23P01240,시아스피자소스-S(재),,
23P01241,요리愛[애]상큼한피자소스(재),,
23P01242,미스터피자피자소스엠피2kg(재),,
23P01243,붐바타피자소스(2kg)(재),,
23P01245,임실앤치즈피자소스2kg(재),,
23P01246,정성담은상큼한피자소스(1kg)(재),,
23P01248,탐앤탐스피자소스(재),,
23P01249,매운피자소스2kg(재),,
23P01250,피자꾼피자소스(재),,
23P01253,업텐브로피자전용소스(재),,
23P01254,피자소스PM(재),,
23P01263,애슐리달콤마요소스(재),,
23P02102,크림슨피자소스(재),,
23P02106,미스터피자피자소스엠피(재),,
23P02113,스위트피자소스(재),,
23P05010,시아스피자소스(재),,
23P05041,이석민피자소스(파우치)(재),,
23P09011,하임불고기피자소스2kg(재),,
23P14010,이석민피자소스(재),,
23P20101,핸드피자소스(재),,
23P20107,핸드피자소스2kg(재),,
23R01050,데리야끼소스(재),,
23R01080,핫바베큐소스(재),,
23R01084,립소스5kg(재),,
23R01090,스파이시B.B.Q소스(재),,
23R01092,할라피뇨바베큐소스-S(재),,
23R01097,바베큐소스 엘(재),,
23R01101,바베큐소스S(재),,
23R01102,불고기소스S(재),,
23R01103,바베큐소스-E(재),,
23R01105,폭립바베큐소스-T(재),,
23R01107,치킨버스할라피뇨소스(재),,
23R01109,숯불바베큐소스(재),,
23R01110,바베큐소스-i(재),,
23R01119,조이푸드할라피뇨바베큐소스18kg(재),,
23R01121,836숯불바베큐소스(보통)(재),,
23R01125,아마씨드핫바베큐소스(재),,
23R01128,836숯불바베큐소스(순한)(재),,
23R01130,치포틀바베큐소스-M(2kg)(재),,
23R01131,화이트와인비네거소스스모크드할라240g(재),,
23R01132,포듀폭립바베큐소스(재),,
23R01135,오리지날소스(재),,
23R01137,dip핫바베큐소스(재),,
23R01143,치폴레바베큐소스(재),,
23R01144,할라피뇨바베큐소스-S 9kg(재),,
23R01148,피자꾼바베큐소스(재),,
23R02051,이마트베스트돈까스소스(재),,
23R02052,이마트베스트스테이크소스(재),,
23R02053,이마트베스트허브칠리소스(재),,
23R02054,이마트베스트머스타드소스(재),,
23R02055,이마트베스트타르타르소스(재),,
23R02057,이마트베스트허브바베큐소스(재),,
23R02058,이마트베스트핫칠리소스(재),,
23R02059,이마트콜슬로우드레싱40g(재),,
23R02060,Sias허브칠리소스1080g(재),,
23R04004,스마트이팅1/2나트륨돈까스소스(재),,
23R04005,베스트셀렉트돈까스소스565g(재),,
23R04007,이마트프리미엄제주흑돼지생등심돈까스(재),,
23R04009,돈까스소스1.95kg(재),,
23R04010,돈까스소스-W(재),,
23R04013,이마트돈까스소스600g(재),,
23R04015,이마트베스트돈까스소스50g(재),,
23R04017,후르츠&돈까스소스295g(재),,
23R04018,디엔돈까스소스(재),,
23R04022,새콤달콤한돈가스소스360g(재),,
23R04024,오리지널멘츠카츠소스(재),,
23R04025,맛을더해주는돈까스소스565g(재),,
23R04026,맛을더해주는돈까스소스280g(재),,
23R04027,하송돈까스소스2kg(재),,
23R04032,돈까스소스2kg(파우치)(재),,
23R04034,뚱보돈까스소스2kg(재),,
23R04036,노브랜드돈까스소스(재),,
23R04038,하송돈까스소스1kg(재),,
23R04040,돈카츠소스1.05kg(수출용)(재),,
23R04042,(쿠팡)DELICIOUS돈까스소스(재),,
23R04043,남산왕돈까스소스(냉장보관 후 출고)(재),,
23R05007,파머스불고기소스(재),,
23R05008,버거앤&쉐이크스위트소스(재),,
23R05013,네네피자데리불고기소스(재),,
23R05014,핫페퍼소스2kg(재),,
23R05020,화이트크림버거용소스E(재),,
23R05021,핫페퍼소스1kg(재),,
23R05025,BK디아블로소스(1kg)(재),,
23R05028,디아블로소스(25g)(재),,
23R06005,토마토갈릭소스10kg(재),,
23R06006,토마토갈릭소스-R(재),,
23R06007,샌드위치소스(재),,
23R06008,자연드림샌드위치소스(1kg)(재),,
23R06009,정성담은샌드위치소스(1kg)(재),,
23R06010,선진갈릭버터소스(재),,
23R06021,로얄페퍼스테이크소스(재),,
23R06026,투움바소스P(재),,
23R07007,스마트이팅칼로리를줄인허브칠리소스(재),,
23R07008,베스트셀렉트허브칠리595g(재),,
23R07009,시키사이핫칠리소스(재),,
23R07010,스위트칠리소스골드(재),,
23R07015,포타이칠리소스(재),,
23R07016,BS칠리소스(재),,
23R07020,칠리소스-R(재),,
23R07027,갈릭&칠리소스305g(재),,
23R07028,띠아모스위트칠리소스(재),,
23R07030,스위트칠리소스S(재),,
23R07032,스윗칠리소스-M(재),,
23R07035,맛을더해주는허브칠리소스595g(재),,
23R07036,맛을더해주는허브칠리소스295g(재),,
23R07037,맛을더해주는핫칠리소스290g(재),,
23R07039,JFC위트칠리소스15g(재),,
23R07043,하송스위트칠리소스2kg(재),,
23R07047,바다원핫칠리소스20g(재),,
23R07048,허닭스위트칠리소스(재),,
23R07049,매콤칠리소스(재),,
23R07050,노브랜드핫칠리소스(재),,
23R07051,노브랜드허브칠리소스(재),,
23R07052,정성담은칠리소스(245g)(재),,
23R07055,칠리소스-B(재),,
23R07065,쉬림프칠리소스T(재),,
23R08002,타르타르소스골드(재),,
23R08006,사쿠사쿠드레싱(재),,
23R08009,비트라임타르타르소스2kg(재),,
23R08011,타타르소스-M(재),,
23R08015,맛을더해주는타르타르소스245g(재),,
23R08016,타르타르소스-K(재),,
23R08017,타타르소스-M(2kg)(재),,
23R08019,타르타르소스E(재),,
23R0802,BK올드베이타르타르소스(1kg)(재),,
23R08020,유생촌타르타르소스2kg(재),,
23R08022,튀김요리를산뜻하게해주는타르타르소스(재),,
23R08031,타르타르디핑소스(재),,
23R08032,캐롯타르타르소스(재),,
23R08033,유자타르타르소스(재),,
23R09013,치즈소스-R(재),,
23R09016,치즈소스-H(재),,
23R09017,나쵸치즈소스-F(재),,
23R09018,렌치치즈소스(재),,
23R09020,치즈소스-BK(재),,
23R09021,고다치즈소스(재),,
23R09022,퐁듀용치즈소스(재),,
23R09025,와퍼퐁듀소스2kg(재),,
23R09026,와퍼퐁듀소스-BK(40g)(재),,
23R09029,치즈소스-SW(재),,
23R09033,치즈블링소스2kg(재),,
23R09036,크림치즈소스3kg(재),,
23R09037,체다치즈소스-MP(1kg)(재),,
23R09038,갈릭렌치소스(1kg)(재),,
23R09039,치즈소스-HM(9kg)(재),,
23R09040,치즈소스-T(재),,
23R09041,크림치즈무스(재),,
23R09042,김피라퐁듀소스(재),,
23R09045,갈릭크림치즈소스1kg(재),,
23R09051,그릴러소스(재),,
23R09052,굴라쉬베이스(재),,
23R09053,퐁듀용치즈소스-S(재),,
23R09056,치즈소스J(재),,
23R09057,버터크림소스(재),,
23R09061,빅스타피자퐁듀용치즈소스(재),,
23R09062,치즈소스-TNT(재),,
23R10003,허니브라운머스타드소스2kg(재),,
23R10004,스마트이팅칼로리를줄인머스타드(재),,
23R10009,베스트셀렉트머스타드520g(재),,
23R10010,이마트허니머스타드드레싱280g(재),,
23R10011,파샤-허니머스타드드레싱(재),,
23R10013,허니브라운머스타드-E(재),,
23R10015,시아스허니머스타드소스18kg(재),,
23R10021,BK허니브라운머스타드(재),,
23R10023,허니브라운머스타드소스-E 40g(재),,
23R10024,요리애허니머스타드260g(재),,
23R10026,Sias허니브라운머스타드960g(재),,
23R10030,오늘은후렌치머스타드50g(재),,
23R10033,맛을더해주는머스타드소스260g(재),,
23R10036,이마트허니머스터드소스335g(재),,
23R10039,하송홀그레인머스타드소스2kg(재),,
23R10044,노브랜드머스타드소스(재),,
23R10054,하송홀그레인머스타드소스1kg(재),,
23R10057,딜리소스홀그레인머스타드(재),,
23R10060,렐리쉬피클머스타드소스T(재),,
23R11001,스마트이팅1/2나트륨찹스테이크소스(재),,
23R11003,스테이크소스(재),,
23R11005,이마트스테이크소스600g(재),,
23R11008,정통스테이크소스290g(재),,
23R11020,맛을더해주는스테이크소스280g(재),,
23R11025,가족사랑스테이크소스(재),,
23R11028,비스테카스테이크소스(재),,
23R11030,갈릭스텁스소스16kg(재),,
23R11032,노브랜드스테이크소스(재),,
23R11033,빠네스테이크소스T(재),,
23R11040,레드와인스테이크소스(재),,
23R11041,촉촉한스테이크소스(재),,
23R13000,갈릭맛디핑소스(재),,
23R13002,네네피자갈릭디핑소스30g(재),,
23R13003,그린소스(재),,
23R13006,갈릭디핑소스(재),,
23R13007,갈릭시럽(재),,
23R13012,화이트갈릭소스-T(재),,
23R13015,네네짜용스위트갈릭맛(재),,
23R13017,마요소스-Y 2kg(재),,
