품목코드,품목명,평균수주단가,Column 4
,,,
1.#JE+00,가쓰오다시국물900ml,,
11501122,조미액-갈릭라이스3kg,,
11501131,조미유-쉐프솔루션베이스볶음밥(시즌),,
13P01040,임실앤치즈피자소스,6751.0283092,
13P01086,예스피자소스G,1980.313253,
13P01222,피자소스-H,2647.1698113,
13P01225,임실치즈피자소스골드-S,2756.9828571,
13P01227,하임피자소스2kg,2831.4141414,
13P01228,상큼한피자소스,6851.3316456,
13P01230,네네피자피자소스,2290.8843537,
13P01240,시아스피자소스-S,5554.521103,
13P01241,요리愛[애]상큼한피자소스,6929.544137,
13P02106,미스터피자피자소스엠피,4747.935625,
13P02113,스위트피자소스,3149.5384615,
13P03010,시아스피자소스,2835.3122821,
13P04010,임실치즈피자소스,2440.1079365,
13P05010,이석민피자소스,1940.8405797,
13P05021,이석민피자소스(파우치),2450,
13P22102,핸드피자소스,1771.6374269,
13R01080,핫바베큐소스,5769.6754777,
13R01090,스파이시B.B.Q소스,2962.601626,
13R01092,할라피뇨바베큐소스-S,3253.1801331,
13R01099,바베큐소스 엘20kg,196.92307692,
13R01117,맛을더해주는허브바베큐소스285g,1371.8918919,
13R01119,조이푸드할라피뇨바베큐소스18kg,3155.125,
13R01135,오리지날소스,2500,
13R02051,이마트베스트돈까스소스,1047.2182626,
13R02052,이마트베스트스테이크소스,1063.1720413,
13R02053,이마트베스트허브칠리소스,1333.8743826,
13R02054,이마트베스트머스타드소스,1201.848653,
13R02055,이마트베스트타르타르소스,1114.2724551,
13R02056,이마트베스트콜슬로우드레싱,1111.1844824,
13R02057,이마트베스트허브바베큐소스,1292.5999557,
13R02058,이마트베스트핫칠리소스,1249.79776,
13R02060,Sias허브칠리소스1080g,5158.9965458,
13R04004,스마트이팅1/2나트륨돈까스소스,1035.984291,
13R04005,베스트셀렉트돈까스소스565g,2065.6019262,
13R04009,돈까스소스1.95kg,2064.4970254,
13R04013,이마트돈까스소스600g,1206.849214,
13R04015,이마트베스트돈까스소스50g,169.53526517,
13R04022,새콤달콤한돈가스소스360g,1903.1481481,
13R04024,오리지널멘츠카츠소스,0,
13R04025,맛을더해주는돈까스소스565g,2053.7834983,
13R04026,맛을더해주는돈까스소스280g,1079.5221724,
13R04032,돈까스소스2kg(파우치),2147.8334895,
13R04035,사과와파인애플을넣은돈가스소스,1985.055,
13R04036,노브랜드돈까스소스,1388,
13R04041,달인돈까스소스,1502.4096386,
13R04042,(쿠팡)DELICIOUS돈까스소스,4902.9041096,
13R04043,남산왕돈까스소스(냉장보관 후 출고),5190,
13R04049,,2200,
13R05021,핫페퍼소스1kg,3665.6862745,
13R05025,BK디아블로소스(1kg),3859.9732143,
13R07007,스마트이팅칼로리를줄인허브칠리소스,1377.156031,
13R07008,베스트셀렉트허브칠리595g,2358.2278115,
13R07014,리치핫칠리소스1kg,2997.0588235,
13R07020,칠리소스-R,2766.8154762,
13R07032,스윗칠리소스-M,3059.602649,
13R07036,맛을더해주는허브칠리소스295g,1483.1164994,
13R07037,맛을더해주는핫칠리소스290g,1342.0208309,
13R07048,허닭스위트칠리소스,1350,
13R07050,노브랜드핫칠리소스,1661,
13R07051,노브랜드허브칠리소스,1745,
13R07052,정성담은칠리소스(245g),2089.6539735,
13R07054,쌀국수용칠리소스T 100g,747.80058651,
13R07056,핫칠리소스E,200.23076923,
13R08002,타르타르소스골드2kg,5330.4850693,
13R08006,사쿠사쿠드레싱,2204.1420118,
13R08008,부드럽고상큼한맛이살아있는타르타르소스,1949.9166667,
13R08015,맛을더해주는타르타르소스245g,1141.4635171,
13R08022,튀김요리를산뜻하게해주는타르타르소스,2151,
13R08023,BK올드베이타르타르소스(1kg),3636.3636364,
13R08029,올드베이타르타르소스-TNT(1kg),3800,
13R09013,치즈소스-R,5510.4615385,
13R09016,치즈소스-H,9192.3076923,
13R09018,렌치치즈소스,5101.8371648,
13R09020,치즈소스-BK,4277.4811619,
13R09021,고다치즈소스,5472.2375182,
13R09022,퐁듀용치즈소스,5875.4324495,
13R09039,치즈소스-HM(9kg),40800,
13R09041,크림치즈무스,5929.2103294,
13R09045,갈릭크림치즈소스1kg,3919.7360643,
13R09051,그릴러소스,5044.0869565,
13R09056,치즈소스J,4411,
13R09061,빅스타피자퐁듀용치즈소스,6000,
13R09063,스위트몬스터빅스프레더블,1439.2857143,
13R10004,스마트이팅칼로리를줄인머스타드,1178.306163,
13R10009,베스트셀렉트머스타드520g,2108.8431963,
13R10010,이마트허니머스타드드레싱280g,1010.9719539,
13R10013,허니브라운머스타드-E,78.336507937,
13R10024,요리애허니머스타드260g,1997.4515853,
13R10026,Sias허니브라운머스타드소스960g,5057.8503145,
13R10032,맛을더해주는머스타드소스520g,2059.2033161,
13R10033,맛을더해주는머스타드소스260g,1243.735079,
13R10036,이마트허니머스터드소스335g,1237.859335,
13R10044,노브랜드머스타드소스,1388,
13R10046,정성담은허니머스타드소스(260g),1958,
13R10048,허니머스타드소스,466.66666667,
13R10054,하송홀그레인머스타드소스1kg,4036.2962963,
13R10055,JVL브라운머스타드소스,550,
13R10056,홀그레인머스타드소스-D(1kg),3900,
13R10057,딜리소스홀그레인머스타드,0,
13R10060,렐리쉬피클머스타드소스T,7652.32358,
13R10062,허니머스타드소스-I,2900,
13R11001,스마트이팅1/2나트륨찹스테이크소스,1051.2360985,
13R11003,스테이크소스,1507.4472222,
13R11005,이마트스테이크소스600g,1215.6591478,
13R11009,요리愛스테이크소스,2099.2436019,
13R11023,딴지스테끼소스280g,1200,
13R11028,비스테카스테이크소스,0,
13R11030,갈릭스텁스소스16kg,0,
13R11032,노브랜드스테이크소스,1414,
13R11033,빠네스테이크소스T,8400,
13R11036,정성담은스테이크소스(290g),2112,
13R11041,촉촉한스테이크소스,2466.1726804,
13R11043,(쿠팡)DELICIOUS스테이크소스,4926.9502762,
13R13005,갈릭디핑소스,6045.0537395,
13R13007,갈릭시럽,2320,
13R13029,엔젤코코소스,487.11009174,
13R13031,탐앤탐스갈릭디핑소스,3600,
13R13032,파인애플마요소스,2720,
13R13033,와사비디핑소스,5350,
13R13036,요리가맛있어지는비법마요소스,1252.8838527,
13R13043,GARLIC DIPPING SAUCE,3450,
13R13049,옥수수디핑소스,4068.75,
13S01010,시아스비프스파게티소스,5679.2404574,
13S01017,임실앤치즈피자스파게티소스,6569.0378,
13S01107,비프스파게티소스,3974.0572041,
13S01303,이태리식토마토스파게티소스,5419.4507108,
13S01310,임실치즈피자비프스파게티소스,3338.6116505,
13S01320,화이트소스-자사,4900.5681818,
13S01325,요리愛[애]상큼한스파게티소스,6298.0057471,
13S01326,토마토스파게티소스2.95kg,4005.2719051,
13S01327,라구소스,3895.4545455,
13S01332,요리愛크림스파게티소스,2182.4804178,
13S01334,치즈크림스파게티소스골드,339.31372549,
13S01335,토마토스파게티소스골드,265.69343066,
13S01337,뽀모도로스파게티소스100g,405,
13S01338,볼로네즈스파게티소스100g,525,
13S01339,베이컨크림스파게티소스100g,481.25,
13S01340,본뽀스또뽀모도로파스타소스,163.82352941,
13S01341,본뽀스또볼로네즈파스타소스,182.35294118,
13S01342,본뽀스또베이컨크림파스타,216.17647059,
13S01362,홈스타일토마토스파게티소스/14일에이징출고,1107.8653125,
13S01363,홈스타일로제스파게티소스/14일에이징출고,1154.3643922,
13S01364,홈스타일크림스파게티소스/14일에이징출고,1159.9617378,
13S01367,비스크소스E 2kg,4582.688588,
13S01368,비프스파게티소스T,850,
13S01376,화이트소스E 2kg,4457.7272727,
13S01379,시아스비프스파게티소스1kg,3838.0769172,
13S01380,비프스파게티소스1kg,3714.0691824,
13S01384,임실앤치즈피자스파게티소스2kg,6177.877907,
13S01389,토마토스파게티소스2kg,4298.1294396,
13S01392,미트볼토마토소스,3114.862543,
13S01395,홈스타일비프스파게티소스/14일에이징출고,1224,
13S01408,바른선로제스파게티소스,7079.658606,
13S01409,비프스파게티소스T1kg(트레이더스),120.666875,
13S01431,로제스파게티소스-M,0,
13S01440,로제스파게티소스H,1430,
13S01457,알리오올리오소스-G,3550,
13S01459,알리오올리오소스-E,0,
13S01464,미트볼토마토소스-1,8186,
13S01466,,0,
13S05061,미스터피자치킨스파게티소스,2683.6651101,
13S09010,시아스토마토소스,3718.9568889,
13S09022,씨제이토마토소스,3173.5714286,
13S09030,필라프에빠지다 토마토소스,8000,
13S19010,오레또미트스파게티소스,3858.6596045,
13S19071,오레또미트스파게티소스1kg,2919.4440466,
13U01022,농축레몬과즙20kg,9255.78,
13U01036,후레쉬레몬에이드,3750,
13U01120,미스터피자레몬에이드,10243.585237,
13U01121,감자샐러드용당시럽,,
13U01125,스트로베리시럽,3469.5652174,
13U01126,메이플시럽,3330.433869,
13U01139,미스터피자블루베리시럽엠피,4266.8082368,
13U01141,요리愛[애]요리당,1910.1408346,
13U01149,블루베리시럽-KFC,4142.3333333,
13U01159,블루베리리플,6365.5172414,
13U01178,초코시럽-BK(1kg),3689.0566038,
13U01179,망고시럽,3929.5045045,
13U01182,메이플시럽320g(피코크),4400,
13U01184,대추야자시럽660g,4300,
13U02002,유기아가베시럽335g/올가홀,2662.315625,
13U02003,유기아가베시럽665g/올가홀,4725.3770833,
13U02007,유기농아가베시럽프리미엄라이트665g,5178.8888889,
13U02008,프리미엄유기농아가베시럽335g/올박스,2659.7419355,
13U02011,프리미엄유기농아가베시럽665g/이마트,4340.2941176,
13U02018,아가베시럽330g(피코크),2640,
13U02019,organicstory유기농아가베시럽335g,2996.9230769,
13U02020,organicstory유기농아가베시럽665g,5460,
13V00005,단호박베이스-2,,
13V00012,햄샐러드베이스,,
13V00013,고구마베이스M,,
13V00019,고구마샐러드믹스베이스,,
13V00022,소스베이스-S,,
13V00025,펜네베이스,,
13V00035,시아스고구마무스골드베이스,,
13V00052,맥앤치즈샐러드베이스-G,,
13V00053,샐러드소스/올바른샐러드콘용(중국산),,
13V09004,깍두기볶음밥용소스18kg,,
13V09006,김치볶음밥용소스-CJ수출용,,
14101005,핫배타믹스,2200.6079027,
14101006,브레더믹스,1519.6172249,
14101035,김치찌개용분말,6700,
14103001,믹스파우다,4722.0437956,
14501017,복합스파이스(15.4kg),0,
16A01001,고구마샐러드-P,2951.947757,
16A01002,감자샐러드-P,2863.4373757,
16A01006,고구마샐러드바145g,957.57259436,
16A01007,감자샐러드바145g,958.29149945,
16A01014,미스터피자고구마샐러드엠피,2356.4433333,
16A01016,시아스고구마샐러드믹스,2596.322503,
16A01017,고구마샐러드FM,3273.18026,
16A01018,단호박샐러드FM,3270.9164359,
16A01019,감자샐러드FM,3256.6452933,
16A01034,올바른샐러드감자100g,754.08806584,
16A01035,올바른샐러드고구마100g,748.26153846,
16A01036,올바른샐러드고구마500g,2468.0128102,
16A01039,시아스고구마샐러드S,3020.6886756,
16A01040,시아스단호박샐러드S,3214.7628548,
16A01041,단호박샐러드(착한돼지),2805.1118012,
16A01042,고구마샐러드(착한돼지),2837.1906977,
16A01044,감자단호박샐러드,2904.7101449,
16A01052,풀잎채단호박연근샐러드1kg,3299.6309963,
16A01060,포테이토샐러드100g,738.0651357,
16A01061,고구마샐러드100g,716.69093316,
16A01062,시아스감자샐러드,3180.1470711,
16A01063,시아스고구마샐러드,3099.9310101,
16A01067,AAF고구마샐러드,2846.9813243,
16A01068,AAF매쉬드포테이토샐러드,2841.7947826,
16A01069,콘크림무스,4757.7092511,
16A01071,감자고구마샐러드E,2937.2036728,
16A01072,이디야감자샐러드,537.87878788,
16A01073,에땅크리미고구마샐러드,3749.9778199,
16A01074,고구마토핑,2485.5065865,
16A01076,I'm e고구마샐러드,898.84615385,
16A01077,시아스고구마샐러드/GS,2482.1529745,
16A01082,단호박샐러드-1,2581.0212766,
16A02005,단호박샐러드바145g,959.8407687,
16A02009,미스터피자단호박샐러드,2722.3700624,
16A02010,시아스단호박샐러드,2941.4144008,
16A02011,복숭아요거트샐러드,3162.8426966,
16A02016,시아스단호박샐러드(이랜드),2921.5390295,
16A02017,요리愛단호박샐러드100g,1005.4697406,
16A02018,올바른샐러드단호박100g,753.01308901,
16A02022,단호박샐러드100g,715.15779557,
16A02023,NEW단호박샐러드-1,3066.2761962,
16A02024,AAF단호박샐러드,2856,
16A02026,sias단호박샐러드(롯데마트),3641.7721519,
16A02027,I'm e단호박샐러드,797.5,
16A02028,단호박샐러드90g,628.77192982,
16A02029,고구마샐러드90g,624.91159136,
16A02034,(20년)NEW단호박샐러드,3373.4606335,
16A03004,살사후실리샐러드,3056.3006641,
16A03006,올바른샐러드콘100g,755.76779026,
16A03008,올바른샐러드옥수수100g,756.19751693,
16A03010,시아스콘샐러드1kg,2741.5669743,
16A03011,옥수수샐러드100g,736.54863158,
16A03014,AAF콘샐러드,2851.1796733,
16A03015,sias콘샐러드(롯데마트),3863.0450592,
16A03017,I'm e콘샐러드,814.28571429,
16A03018,I'm e콘치즈샐러드,1059.1666667,
16A03020,콘치즈샐러드,3789.7327154,
16A03021,시아스콘샐러드/GS,2688.4210526,
16A03025,콘샐러드-1,2000,
16A04001,참치야채샐러드바,1059.1741071,
16A04002,미스터피자펜네샐러드,3211.1459969,
16A04003,참치샐러드FM,5057.3453608,
16A04004,참치샐러드-S,4562.4643468,
16A04012,믹스참치스프레드180g,1717.8571429,
16A04015,참치마요160g,1460,
16A04016,올바른샐러드참치100g,909.49966821,
16A04027,맥앤치즈샐러드-G,4025.0562701,
16A04039,에그샐러드,3384.6661654,
16A04042,I'me맥앤치즈샐러드,833.63636364,
16A04048,시아스에그필링,1917.0212766,
16A06004,씨제이두부샐러드단호박-세트,1397.3503185,
16A06005,씨제이두부샐러드고구마-세트,1376.8521127,
16A06006,씨제이두부샐러드감자-세트,1468.9596774,
16B01004,마요네즈S-1,,
16B01005,시아스샐러드마요네즈,2450,
16B01006,시아스샐러드마요-2(자사용),,
16B01011,시아스샐러드마요네즈18kg,,
16B01015,시아스샐러드마요-A(미국),,
16B03002,마요네즈-업소용10kg,8843.9779516,
16B03004,마요네즈-업소용18kg,,
16B03005,마요네즈-P(현미유)/국산난황,3358.1413043,
16B03010,마요네즈-업소용153kg,1850,
16B03011,네네마요네즈153kg,1862.8333333,
16B03015,마요네즈-업소용10kg(현진),18006.060606,
16B03115,마요네즈P(현미유)/중국산난황,3448.1690141,
16B03116,명란마요네즈(피코크),1634.8510131,
16B03119,마요네즈-P(현미유)/국산난황-판매용,3079.6296296,
16B04001,구터스마요네즈골드1kg,2289.6325,
16B04002,마요네즈-제빵용/국산,1818.4601449,
16B04003,해표골드마요네즈,4661.1249028,
16B04006,마요네즈-제빵용18kg,0,
16B04007,소후레쉬마요네즈골드,1961.9246862,
16B04008,소후레쉬마요네즈골드3.2kg,2839.3205975,
16B04012,마요네즈-S,,
16B04014,제빵용마요네즈-D,1850,
16B04016,마요네즈골드(서브큐),2128.7671233,
16B04017,마요네즈(제빵용)/중국산,,
16B06001,골드마요네즈(업소용)10kg,1709.7891414,
16B06003,골드마요네즈3.2kg,3813.4802884,
16B06008,이츠웰골드마요네즈3.2kg,5543.5679098,
16B06013,이마트 고소한 마요네즈515g,1870.2883659,
16B06014,이마트 고소한 마요네즈250g,1064.7092643,
16B06020,산뜻한마요네즈18kg,,
16B06021,시아스골드마요네즈515g,1650,
16B06022,피자스쿨마요네즈,2427.7603664,
16B06023,시아스골드마요네즈250g-수출,3550.6666667,
16B06024,이츠웰골드마요네즈1kg,2136.9131965,
16B06028,디프라이스마요네즈-1 1kg,1908.3666667,
16B06029,골드마요네즈-수출,1744.1176471,
16B06031,디프라이스마요네즈튜브,2196.71,
16B06036,JFC마요네즈1kg,2258.1632222,
16B06042,골드마요네즈1kg-수출,2685,
16B06043,미스터피자마요네즈,4447.7413479,
16B06047,천년풍미퓨어마요네즈3.2kg,5957.3661905,
16B06048,천년풍미퓨어마요네즈,3721.97411,
16B06050,신선하고깨끗한마요네즈,5939.7432024,
16B06052,산뜻한마요네즈250g,1702.9521704,
16B06056,천년가득마요네즈3.2kg,5988.8181818,
16B06058,디프라이스마요네즈500g,2460.6666667,
16B06059,KFC마요드레싱전분부,,
16B06060,골드마요네즈3.2kg-수출,2125,
16B06061,천년풍미퓨어마요네즈1kg,2312.9757282,
16B06062,유자마요네즈290g,660,
16B06063,유자마요네즈500g,920,
16B06064,산뜻한마요네즈1kg,5870.851632,
16B06068,G-price마요네즈500g,1866.6666667,
16B06072,생생마요네즈250g,937,
16B06073,생생마요네즈500g,1661,
16B06076,화이트마요-M,2279.6909492,
16B06077,시아스골드마요네즈2kg-에스그린,3301.5406058,
16B06079,골드마요네즈-NS 10kg,2234.8062016,
16B06080,골드마요네즈(업소용)-T,1831.2661499,
16B06081,이마트마요네즈300g,1275,
16B06084,디딤돌골드마요네즈3.2kg,5935.2330411,
16B06086,화이트마요-M(2kg),6589.4904459,
16B06087,올그루마요네즈3.2kg,4350,
16B06094,마요네즈10kg(파우치)-QKC,1905,
16B06095,골드마요네즈3.2kg(캡파우치),4304.546778,
16B06098,맛있는골드마요네즈1kg,1980.941704,
16B06099,맛있는골드마요네즈3.2kg,6231.6393443,
16B06100,정성담은마요네즈(250g),1670.9367871,
16B06101,정성담은마요네즈(1kg),5774.4954128,
16B06102,정성담은마요네즈18kg,,
16B06103,식자재왕마요네즈1kg,2447.3,
16B06104,식자재왕마요네즈3.2kg,5349.6811594,
16B06106,먹태와사랑에빠진마요,87.619047619,
16B06110,마요네즈300g(피코크),1100,
16B06111,와사비마요-H 10kg,2383.5616438,
16B06113,와사비마요네즈(피코크),1304.9611902,
16B06115,밀키마요네즈,2739.5522388,
16B06117,마요네즈1kg튜브(니혼푸드),1240,
16B06118,주니어쿱마요네즈(1kg),5731.0246821,
16B06119,천년풍미퓨어마요네즈18kg,,
16B06121,PROVANSAL 마요네즈,2590,
16B06127,,6360,
16B07001,바른선마요네즈2kg,4476.071962,
16B07003,바른선마요네즈1kg,2477.3913043,
16B07004,바른선마요네즈3kg,6085.5223881,
16B07008,바른선유정란마요네즈3kg(부스터사용),6667.2451362,
16B07010,바른선유정란마요네즈1kg(부스터사용),2758.2827795,
1BA01003,단호박죽280g,1414.888,
1BA01009,신세계찹쌀쇠고기죽(260g),1108.5714286,
1BA01015,신세계얼큰짬뽕맛김치죽(260g),1150,
1BA01016,큼직한새알동지팥죽,2200,
1BA01023,맛있는한끼단호박죽,3687.6790831,
1BA01040,피코크사골소고기야채죽,1417.3305085,
1BA01042,귀리소고기죽(컵)260g,1222.7887006,
1BA01043,현미전복죽(컵)260g,1443.1753607,
1BA01044,오곡삼계죽(컵)260g,1282.3364929,
1BA01048,오곡삼계죽(컵)260g*6ea,1159.3340838,
1BA01049,귀리소고기죽(컵)260g*6ea,1112.3595506,
1BA02012,영양수프두부단호박허니240g*2ea,2028,
1BA02014,영양수프두부브로콜리치즈240g*2ea,2294.6721311,
1BA02017,뿌리채소스프연근우엉마,691.66666667,
1BA02020,양송이크림스프T,4201.494396,
1BA03003,햄야채볶음밥300g,869.39375122,
1BA03004,새우볶음밥300g,1051.2419422,
1BA03005,낙지볶음밥300g,1169.5609362,
1BA03006,김치볶음밥300g,1056.6398315,
1BA03007,게살볶음밥300g,1226.5772821,
1BA03009,소불고기볶음밥300g,1392.6675241,
1BA03010,해물볶음밥300g,1164.1598553,
1BA03011,치킨데리야끼볶음밥300g,1034.9547645,
1BA03017,요리밥치킨리조또라이스250g,,
1BA03018,요리밥리조또라이스-로제토마토250g,,
1BA03023,갈릭라이스3kg,3726.2390671,
1BA03025,쿠마이쉬림프후라이드라이스2kg,4136.25,
1BA03026,쿠마이악토퍼스후라이드라이스2kg,5133.3333333,
1BA03034,소후레쉬야채볶음밥3kg,3155.6923077,
1BA03044,김치볶음밥3kg,9532.0983607,
1BA03046,부드러운새우볶음밥3kg,11180.059727,
1BA03047,시아스야채볶음밥3kg,5972.7292662,
1BA03049,김치볶음밥-S,8537.1761194,
1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,1119.5267388,
1BA03055,한그릇연근우엉밥,1158.4494836,
1BA03056,야채볶음밥베이스3kg,6799.2656642,
1BA03064,CJ해물볶음밥*5ea,4670.0820144,
1BA03065,CJ햄야채볶음밥*5ea,3861.1095436,
1BA03066,CJ새우볶음밥*5ea,4643.962623,
1BA03067,후레시스김치볶음밥,8851.4191176,
1BA03069,CJ낙지볶음밥*5ea,4890.1720238,
1BA03070,CJ해물볶음밥/20개입,913.26553398,
1BA03071,CJ햄야채볶음밥/20개입,753.4737931,
1BA03072,CJ새우볶음밥/20개입,909.87232704,
1BA03073,CJ낙지볶음밥/20개입,934.1987013,
1BA03074,CJ햄야채볶음밥3kg,7131.2644747,
1BA03075,CJ새우볶음밥3kg,8707.1002235,
1BA03082,햄야채볶음밥3kg,8046.3617813,
1BA03088,1974새우볶음밥240g,2291,
1BA03089,1974양송이버섯볶음밥240g,2291,
1BA03093,비비고취나물밥200g,,
1BA03094,비비고곤드레밥200g,,
1BA03098,햄야채볶음밥-S 200g,639.18958032,
1BA03099,새우볶음밥-S 200g,679.1512605,
1BA03100,치킨데리야끼볶음밥-S 200g,702.52508361,
1BA03104,나물향가득한곤드레나물밥240g,,
1BA03111,베베쿡어린이볶음밥베이컨과퀴노아,2323.3333333,
1BA03112,베베쿡어린이볶음밥새우와렌틸콩,2254.5454545,
1BA03113,베베쿡어린이볶음밥닭가슴살과병아리콩,2240,
1BA03114,오늘은!새우볶음밥,895.16499666,
1BA03115,오늘은!갈릭볶음밥,727.506,
1BA03119,홍익돈까스 야채볶음밥,710.8685446,
1BA03131,Single's_pride간편하게즐기는통새우볶음밥920g,4932,
1BA03135,프리가베이스밥1kg,4232.3943662,
1BA03137,매드포갈릭갈릭버터라이스300g,763.77224199,
1BA03138,매드포갈릭갈릭버터라이스200g,517.79710145,
1BA03141,요리밥우엉이든햄야채볶음밥750g,2907.0909091,
1BA03142,요리밥케이준스파이스필라프750g,3450.7142857,
1BA03143,요리밥상하이필라프750g,3292.4869565,
1BA03147,요리밥부드러운새우볶음밥250g,1238.5172668,
1BA03148,요리밥열을뿜는낙지볶음밥250g,1334.0654981,
1BA03150,요리밥케이준스파이스필라프250g,1271.3764407,
1BA03151,요리밥상하이필라프250g,1321.4306549,
1BA03157,비비고낙지비빔밥200g,,
1BA03158,비비고불고기비빔밥200g,,
1BA03159,비비고깍두기볶음밥200g,,
1BA03160,탄두리닭가슴살현미볶음밥1kg,3948.1481481,
1BA03161,콩콩푸드밥1kg,3333.33,
1BA03162,야채현미밥H1kg,3133.33,
1BA03163,취나물현미밥1kg,3600,
1BA03164,퀴노아렌틸콩현미볶음밥1kg,4290.45,
1BA03169,식자재왕/새우볶음밥,2687.2222222,
1BA03171,식자재왕/햄야채볶음밥,2474.8888889,
1BA03174,통새우볶음밥(노브랜드),2594.2880056,
1BA03175,매콤낙지볶음밥(노브랜드),2593.7857902,
1BA03176,비비고시래기나물밥200g,,
1BA03180,곤드레나물밥-H,3900,
1BA03181,불고기맛볶음밥250g-QKC,836.72727273,
1BA03182,김치볶음밥250g-QKC,868,
1BA03184,잡채볶음밥250g-QKC,840.66666667,
1BA03185,게살볶음밥250g-QKC,905.33333333,
1BA03191,땡초상하이볶음밥,1411.3259109,
1BA03192,굴소스라이스(3kg),3852.9537367,
1BA03194,장조림라이스E 1kg,2884.8648649,
1BA03195,"비비고낙지비빔밥(밥,소스)-컵",1127.6460177,
1BA03196,"비비고불고기비빔밥(밥,참기름)-컵",1003.4745763,
1BA03199,어수리나물밥,3560,
1BA03200,비비고새우볶음밥210g(알밥),,
1BA03201,비비고닭가슴살볶음밥210g(알밥),,
1BA03202,강원나물밥200g(알밥),,
1BA03204,타코볶음밥1kg,2883.1578947,
1BA03205,마왕갈릭라이스,5062.3481781,
1BA03206,"AAF곤드레나물밥(밥,소스)*",5843.1796277,
1BA03207,"AAF3가지나물밥(밥,소스)*",5950,
1BA03208,AAF게살새우볶음밥*,5840.7258065,
1BA03209,AAF장조림볶음밥*,5744.5945946,
1BA03210,"AAF불곱창깍두기볶음밥(밥,김가루)*",5821.5097403,
1BA03211,AAF곤드레나물밥250g(알밥)*,3467.92,
1BA03212,AAF3가지나물밥250g(알밥)*,,
1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,,
1BA03214,닭가슴살볶음밥(노브랜드),2468.9274019,
1BA03216,AAF게살새우볶음밥(알밥)*,,
1BA03217,AAF장조림볶음밥(알밥)*,,
1BA03219,찰현미새우볶음밥3kg,0,
1BA03220,무명식당돈육장조림비빔밥,2182.6666667,
1BA03222,"무명식당3종나물영양밥(밥,간장)",2460.1708333,
1BA03223,굴소스로맛을낸게살새우볶음밥,1273,
1BA03224,낙지쭈꾸미볶음밥,1249.8841463,
1BA03225,무명식당돈육장조림비빔밥(알밥),,
1BA03226,무명식당뿌리채소영양밥(알밥),2617.74,
1BA03227,무명식당3종나물영양밥(알밥),809.00285714,
1BA03228,탄두리닭가슴살현미볶음밥10kg,3135.2941176,
1BA03229,야채현미밥H10kg,1993.7272727,
1BA03230,취나물현미밥10kg,2800,
1BA03231,퀴노아렌틸콩현미볶음밥10kg,4300,
1BA03232,현미찰보리밥10kg,1625,
1BA03233,곤드레나물밥H10kg,2925,
1BA03234,콩콩푸드밥10kg,2875.9185714,
1BA03235,어수리나물밥10kg,2542.8571429,
1BA03236,찰현미새우볶음밥10kg,3311.546,
1BA03237,게살볶음밥1kg,5122.3486239,
1BA03238,커리용게살새우볶음밥,5121.75,
1BA03239,커리용닭가슴살볶음밥,5008.1343284,
1BA03240,철판야채볶음밥,754.44444444,
1BA03241,철판새우볶음밥,930,
1BA03242,철판닭가슴살볶음밥,867.5,
1BA03243,철판게살볶음밥,808.33416667,
1BA03244,철판상하이볶음밥,888,
1BA03245,깍두기밥5kg,2856.25,
1BA03246,무명식당뿌리채소영양밥5kg,3328.5714286,
1BA03248,NEW야채볶음밥베이스3kg,6236.8467233,
1BA03249,NEW햄야채볶음밥300g,1059.5690756,
1BA03250,NEW새우볶음밥300g,1225.1031829,
1BA03251,NEW게살볶음밥300g,1365.0300599,
1BA03252,NEW소불고기볶음밥300g,1510.9546737,
1BA03253,NEW해물볶음밥300g,1274.5449124,
1BA03254,NEW치킨데리야끼볶음밥300g,1132.72287,
1BA03255,NEW낙지볶음밥300g,1313.2380169,
1BA03256,NEW김치볶음밥300g,1239.0628458,
1BA03257,옥수수볶음밥JB 1kg,2732.1428571,
1BA03258,병아리콩베이스밥3kg,2700,
1BA03259,찰보리버터향리조또E,2657.6923077,
1BA03260,요리하다해물철판볶음밥,1587.1344485,
1BA03266,하나로치킨카레볶음밥,1422.6431579,
1BA03267,하나로돈육짜장볶음밥,1948.4726667,
1BA03268,요리하다오삼불고기볶음밥,1655.7877358,
1BA03269,전복볶음밥,1404,
1BA03271,하나로햄야채볶음밥,531.39938462,
1BA03272,하나로새우볶음밥,627.72206349,
1BA03273,하나로치킨데리야끼볶음밥,836.72591837,
1BA03274,하나로해물볶음밥,729.99593548,
1BA03277,샤이바나베이스밥,4082.5,
1BA03278,AAF치즈불고기볶음밥(알밥),,
1BA03279,탄두리닭가슴살현미볶음밥H 5kg,3411.1618947,
1BA03280,야채현미밥H5kg,2931.2162162,
1BA03281,취나물현미밥5kg,3077.1084337,
1BA03282,퀴노아렌틸콩현미볶음밥5kg,3386.3004902,
1BA03284,곤드레나물밥H5kg,3440,
1BA03285,콩콩푸드밥5kg,1781.7011494,
1BA03286,어수리나물밥5kg,2886.3414634,
1BA03287,찰현미새우볶음밥5kg,3459.0163934,
1BA03288,한그릇연근우엉밥3kg,3727.7176796,
1BA03289,갈릭라이스S 200g,565.01960784,
1BA03291,AAF게살새우볶음밥(미니팩),1482.5625,
1BA03292,AAF치즈불고기볶음밥(미니팩),1490,
1BA03293,AAF불곱창깍두기볶음밥(미니팩),1450.4166667,
