고객번호,물품대분류,두번째구매까지기간
201903060826715,이벤트,0
201903060826719,2단계,59
201903060826722,이벤트,103
201903060826730,2단계,47
201903060826743,장난감,0
201903060826747,생리대,150
201903060826748,화장품,0
201903060826750,생리대,18
201903060826753,생리대,0
201903060826759,티슈,76
201903060826792,3단계,9
201903060826793,4단계,22
201903060826801,주방용품,0
201903060826802,생리대,49
201903060826808,수유용품,358
201903060826810,이벤트,0
201903060826817,수유용품,55
201903060826832,티슈,2
201903060826838,청결용품,0
201903060826848,아이_생활용품,55
201903060826860,생리대,146
201903060826876,이벤트,124
201903060826882,이벤트,79
201903060826888,4단계,49
201903060826889,3단계,37
201903060826892,3단계,55
201903060826901,2단계,148
201903060826910,이벤트,14
201903060826915,수유용품,109
201903060826925,생리대,32
201903060826926,티슈,131
201903060826945,티슈,29
201903060826946,2단계,273
201903060826947,이벤트,113
201903060826975,이벤트,15
201903060826977,화장품,5
201903060826992,생리대,99
201903060827001,티슈,115
201903060827005,이벤트,18
201903060827009,6단계,17
201903060827010,이벤트,32
201903060827022,이벤트,323
201903060827029,이벤트,2
201903070827016,생리대,41
201903070827053,수유용품,0
201903070827070,티슈,100
201903070827075,수유용품,0
201903070827076,티슈,215
201903070827093,티슈,0
201903070827094,생리대,36
201903070827095,생리대,83
201903070827097,이벤트,8
201903070827098,이벤트,55
201903070827109,어른_생활용품,0
201903070827114,생리대,2
201903070827123,생리대,38
201903070827129,3단계,35
201903070827136,아이_생활용품,74
201903070827141,티슈,99
201903070827147,이벤트,0
201903070827150,생리대,15
201903070827152,2단계,168
201903070827165,3단계,65
201903070827177,마스크,265
201903070827189,2단계,45
201903070827214,마스크,101
201903070827233,수유용품,8
201903070827237,생리대,27
201903070827241,생리대,229
201903070827255,2단계,12
201903070827265,티슈,0
201903070827283,3단계,21
201903070827292,3단계,8
201903070827294,아이_생활용품,0
201903070827303,수유용품,0
201903070827304,수유용품,0
201903070827319,2단계,148
201903070827331,수유용품,363
201903070827338,3단계,101
201903070827344,티슈,0
201903070827360,1단계,106
201903070827371,2단계,41
201903070827374,수유용품,19
201903070827377,티슈,228
201903070827378,3단계,57
201903070827383,이벤트,0
201903070827387,수유용품,93
201903070827389,티슈,81
201903070827390,생리대,0
201903070827398,이벤트,103
201903070827414,어른_생활용품,0
201903070827450,2단계,25
201903070827452,주방용품,172
201903070827465,생리대,42
201903070827481,3단계,200
201903070827516,티슈,225
201903070827520,이벤트,14
201903070827529,1단계,235
201903070827541,2단계,15
201903070827548,1단계,45
201903070827549,이벤트,165
201903070827559,주방용품,1
201903070827565,2단계,143
201903070827566,티슈,38
201903070827569,1단계,0
201903070827570,생리대,0
201903070827572,주방용품,50
201903070827577,1단계,64
201903070827599,수유용품,15
201903070827600,수유용품,84
201903070827601,수유용품,325
201903070827623,주방용품,0
201903070827627,4단계,139
201903070827629,어른_생활용품,30
201903070827632,티슈,0
201903070827647,티슈,22
201903070827652,수유용품,29
201903070827670,이벤트,120
201903070827674,마스크,41
201903070827681,2단계,253
201903070827685,생리대,418
201903070827687,마스크,214
201903070827692,수유용품,33
201903070827697,티슈,339
201903070827705,생리대,0
201903070827707,수유용품,52
201903070827759,3단계,34
201903070827777,이벤트,106
201903070827788,티슈,0
201903070827805,4단계,167
201903070827825,수유용품,31
201903070827837,티슈,229
201903070827838,이벤트,0
201903070827855,티슈,109
201903070827874,티슈,24
201903070827879,2단계,35
201903070827884,아이_생활용품,247
201903070827885,마스크,128
201903070827890,티슈,18
201903070827892,아이_생활용품,25
201903070827899,주방용품,16
201903070827915,생리대,0
201903070827922,티슈,131
201903070827976,1단계,326
201903070828015,2단계,0
201903070828036,티슈,112
201903070828037,2단계,20
201903070828052,생리대,28
201903070828066,이벤트,0
201903070828071,어른_생활용품,43
201903070828096,2단계,152
201903070828115,이벤트,196
201903070828139,티슈,346
201903070828162,티슈,154
201903070828169,티슈,198
201903070828171,티슈,346
201903070828180,생리대,29
201903070828198,수유용품,0
201903070828201,티슈,56
201903070828205,티슈,223
201903070828228,티슈,102
201903070828230,마스크,0
201903070828243,수유용품,230
201903070828267,티슈,229
201903070828279,티슈,111
201903070828294,3단계,241
201903070828296,티슈,31
201903070828307,티슈,91
201903070828317,3단계,7
201903070828330,수유용품,30
201903070828339,생리대,77
201903070828341,수유용품,22
201903070828351,1단계,30
201903070828354,수유용품,47
201903070828388,4단계,40
201903070828433,주방용품,186
201903070828435,이벤트,0
201903070828440,생리대,216
201903070828444,티슈,11
201903070828456,주방용품,42
201903070828460,티슈,118
201903070828461,주방용품,126
201903070828470,4단계,244
201903070828478,주방용품,109
201903070828481,생리대,250
201903070828491,주방용품,0
201903070828495,3단계,7
201903070828497,수유용품,0
201903070828502,마스크,0
201903070828505,음식,380
201903070828508,수유용품,12
201903070828522,주방용품,2
201903070828524,3단계,13
201903070828525,2단계,215
201903080828533,이벤트,119
201903080828538,이벤트,62
201903080828539,3단계,63
201903080828541,아이_생활용품,270
201903080828542,마스크,0
201903080828549,2단계,156
201903080828550,청결용품,0
201903080828557,티슈,9
201903080828565,이벤트,133
201903080828577,아이_생활용품,45
201903080828602,수유용품,372
201903080828607,마스크,442
201903080828616,아이_생활용품,24
201903080828641,생리대,135
201903080828644,1단계,1
201903080828655,마스크,0
201903080828664,이벤트,0
201903080828670,3단계,30
201903080828684,아이_생활용품,168
201903080828686,이벤트,0
201903080828687,수유용품,0
201903080828691,생리대,0
201903080828699,이벤트,0
201903080828711,이벤트,0
201903080828716,티슈,461
201903080828726,이벤트,72
201903080828728,이벤트,0
201903080828734,2단계,367
201903080828746,이벤트,24
201903080828754,이벤트,0
201903080828757,이벤트,39
201903080828786,수유용품,170
201903080828807,화장품,0
201903080828808,수유용품,143
201903080828813,생리대,77
201903080828814,아이_생활용품,59
201903080828823,2단계,2
201903080828838,수유용품,120
201903080828847,마스크,86
201903080828859,3단계,104
201903080828864,청결용품,0
201903080828865,수유용품,215
201903080828878,4단계,41
201903080828887,5단계,204
201903080828903,이벤트,124
201903080828907,아이_생활용품,23
201903080828920,마스크,71
201903080828921,티슈,102
201903080828926,티슈,130
201903080828928,이벤트,0
201903080828930,2단계,91
201903080828947,티슈,0
201903080828967,수유용품,3
201903080828971,이벤트,0
201903080828974,이벤트,1
201903080828983,생리대,36
201903080828997,생리대,124
201903080829005,3단계,15
201903080829015,이벤트,54
201903080829019,청결용품,9
201903080829027,2단계,100
201903080829028,생리대,0
201903080829035,이벤트,0
201903080829037,생리대,0
201903080829038,수유용품,349
201903080829051,2단계,46
201903080829055,1단계,12
201903080829058,아이_생활용품,32
201903080829067,2단계,4
201903080829077,이벤트,6
201903080829085,2단계,42
201903080829092,2단계,23
201903080829093,2단계,6
201903080829099,수유용품,57
201903080829102,생리대,0
201903080829127,수유용품,12
201903080829144,3단계,115
201903080829149,마스크,125
201903080829157,수유용품,116
201903080829160,수유용품,0
201903080829166,이벤트,16
201903080829167,마스크,0
201903080829179,이벤트,14
201903080829191,4단계,51
201903080829198,3단계,17
201903080829201,마스크,0
201903080829211,5단계,27
201903080829216,청결용품,33
201903080829220,마스크,105
201903080829235,수유용품,22
201903080829236,아이_생활용품,24
201903080829238,수유용품,0
201903080829247,이벤트,12
201903080829250,수유용품,55
201903080829253,티슈,272
201903080829267,이벤트,16
201903080829268,이벤트,118
201903080829274,생리대,117
201903080829285,4단계,18
201903080829288,생리대,130
201903080829290,6단계,0
201903080829296,2단계,18
201903080829300,이벤트,83
201903080829317,화장품,78
201903080829324,생리대,31
201903080829326,이벤트,152
201903080829327,수유용품,16
201903080829339,2단계,18
201903080829356,3단계,4
201903080829358,2단계,155
201903080829363,생리대,0
201903080829364,티슈,2
201903080829365,이벤트,0
201903080829371,마스크,0
201903080829385,티슈,269
201903080829387,아이_생활용품,0
201903080829394,이벤트,97
201903080829395,2단계,134
201903080829399,이벤트,0
201903090829401,2단계,83
201903090829406,티슈,0
201903090829417,3단계,16
201903090829418,마스크,331
201903090829420,어른_생활용품,282
201903090829427,티슈,3
201903090829434,마스크,0
201903090829447,4단계,63
201903090829451,티슈,225
201903090829455,생리대,0
201903090829464,수유용품,0
201903090829467,티슈,0
201903090829470,2단계,27
201903090829477,마스크,108
201903090829478,수유용품,142
201903090829479,마스크,227
201903090829484,2단계,76
201903090829491,4단계,47
201903090829494,1단계,30
201903090829504,생리대,256
201903090829518,티슈,74
201903090829522,생리대,0
201903090829535,4단계,106
201903090829559,이벤트,0
201903090829577,이벤트,169
201903090829584,1단계,43
201903090829585,3단계,20
201903090829586,수유용품,131
201903090829610,청결용품,30
201903090829629,1단계,67
201903090829630,2단계,15
201903090829657,티슈,103
201903090829658,2단계,61
201903090829666,청결용품,243
201903090829708,생리대,0
201903090829716,티슈,0
201903090829717,생리대,24
201903090829722,수유용품,11
201903090829749,이벤트,0
201903090829761,티슈,137
201903090829779,마스크,174
201903090829794,티슈,8
201903090829807,생리대,23
201903090829811,이벤트,0
201903090829818,어른_생활용품,97
201903090829847,생리대,59
201903090829851,3단계,211
201903090829852,3단계,57
201903090829868,이벤트,106
201903090829875,티슈,22
201903090829881,수유용품,0
201903090829903,1단계,31
201903090829909,주방용품,92
201903090829929,주방용품,0
201903090829938,티슈,16
201903090829941,1단계,7
201903090829945,2단계,42
201903090829959,주방용품,25
201903090829961,수유용품,90
201903090829963,아이_생활용품,46
201903090829966,수유용품,41
201903090829967,화장품,84
201903090829970,4단계,134
201903090829972,마스크,270
201903090829978,이벤트,187
201903090829986,4단계,52
201903090829998,이벤트,128
201903090829999,이벤트,279
201903090830010,수유용품,21
201903090830012,주방용품,27
201903090830036,2단계,68
201903090830045,티슈,106
201903090830046,화장품,122
201903090830054,생리대,145
201903090830056,이벤트,0
201903090830060,티슈,3
201903090830082,티슈,0
201903090830083,생리대,0
201903090830084,생리대,108
201903090830099,티슈,47
201903090830112,청결용품,39
201903090830115,이벤트,0
201903090830123,2단계,27
201903090830124,수유용품,13
201903090830132,1단계,64
201903090830135,어른_생활용품,244
201903090830141,수유용품,0
201903090830145,어른_생활용품,39
201903090830159,티슈,120
201903090830165,이벤트,27
201903090830170,생리대,162
201903090830173,1단계,10
201903090830176,생리대,0
201903090830182,화장품,46
201903090830193,티슈,237
201903090830203,수유용품,83
201903090830206,마스크,0
201903090830213,이벤트,69
201903090830217,티슈,47
201903090830218,3단계,42
201903090830221,2단계,31
201903090830224,생리대,0
201903090830226,어른_생활용품,0
201903090830228,아이_생활용품,0
201903090830235,주방용품,96
201903100830265,2단계,55
201903100830269,이벤트,26
201903100830271,주방용품,52
201903100830275,아이_생활용품,0
201903100830276,청결용품,0
201903100830279,3단계,37
201903100830281,3단계,341
