AreaId,Area,dateObs,TempAvg,TempMin,hhmiTempMin,TempMax,hhmiTempMax,hourRainfall,RainfallAmount,HumidAvg,SnowloadMax,hhmiSnowloadMax
108,서울,2021-12-01,-1.3,-3,2335,1.5,1541,,,51.8,,
108,서울,2021-12-02,1.3,-4.6,724,5,2029,2.58,0.1,68.9,,
108,서울,2021-12-03,1.9,-1.8,2348,4.6,319,2,0.4,53.3,,
108,서울,2021-12-04,1.4,-2.7,420,7,1454,,,48.5,,
108,서울,2021-12-05,2.9,-2.3,728,9.6,1423,,,50.4,,
108,서울,2021-12-06,5.4,-0.7,654,12.1,1421,,,61.4,,
108,서울,2021-12-07,6.8,2.6,721,13.3,1512,,,68.3,,
108,서울,2021-12-08,6.7,1.9,731,13.3,1456,,,70,,
108,서울,2021-12-09,6.5,2.7,526,9.7,1440,,,70.3,,
108,서울,2021-12-10,7,5.8,2139,8.2,1441,2.78,0.7,81.5,,
108,서울,2021-12-11,6,4.4,753,9.8,1338,,,83.6,,
108,서울,2021-12-12,1.2,-3.8,2342,5.1,7,,,61.8,,
108,서울,2021-12-13,-2.2,-5.9,640,1.9,1540,,,43.8,,
108,서울,2021-12-14,3.7,-0.7,1,8.2,1349,7.58,1.2,64.9,,
108,서울,2021-12-15,7.2,5.4,2358,10,1226,4.25,2.1,84.8,,
108,서울,2021-12-16,6.4,3.3,2355,9.8,1322,0.38,0,71.6,,
108,서울,2021-12-17,-5.6,-10.1,2333,3.2,1,,,50.5,,
108,서울,2021-12-18,-5.7,-11.2,801,-1.8,1402,4.33,2.8,64.1,4.4,2355
108,서울,2021-12-19,-0.8,-5.8,811,4.2,1544,1.17,0.2,63.8,0.2,55
108,서울,2021-12-20,5.2,-0.9,1,11.1,1336,0.33,0,77.9,,
108,서울,2021-12-21,5.2,0.8,2358,8.9,1508,,,70.9,,
108,서울,2021-12-22,2.2,-2.6,717,8.2,1512,,,47.4,,
108,서울,2021-12-23,2.7,-1.5,716,8.3,1451,,,53.5,,
108,서울,2021-12-24,-0.3,-7.3,2400,3.2,1157,2.33,0.2,65.3,,
108,서울,2021-12-25,-11.7,-14.4,2258,-7.3,1,,,42.4,,
108,서울,2021-12-26,-12.1,-15.5,817,-7.3,1526,,,43.5,,
108,서울,2021-12-27,-7.6,-12.9,123,-3.9,1634,2.08,0,60.9,,
108,서울,2021-12-28,-4.1,-8.5,712,-0.9,1600,,,73.8,,
108,서울,2021-12-29,0.4,-3.8,154,5.9,1518,1.58,0.2,72.9,0.3,455
108,서울,2021-12-30,-3.9,-6.8,714,0.2,1531,0.5,0,48.5,,
108,서울,2021-12-31,-6.7,-8.8,745,-3.9,1510,,,35.9,,
