,고객번호,최근구매일,가입일,고객번호(가입일제외)
4493,201901180767053,20190917,20190118,767053
4494,201901180767067,20190220,20190118,767067
4495,201901180767069,20200728,20190118,767069
4496,201901180767070,20191226,20190118,767070
4497,201901180767074,20190125,20190118,767074
4498,201901180767081,20190513,20190118,767081
4499,201901180767087,20191226,20190118,767087
4500,201901180767093,20190510,20190118,767093
4501,201901180767097,20190122,20190118,767097
4502,201901180767110,20190730,20190118,767110
4503,201901180767111,20191221,20190118,767111
4504,201901180767114,20191019,20190118,767114
4505,201901180767125,20190312,20190118,767125
4506,201901180767128,20190731,20190118,767128
4507,201901180767132,20200616,20190118,767132
4508,201901180767134,20190201,20190118,767134
4509,201901180767135,20190511,20190118,767135
4510,201901180767136,20190119,20190118,767136
4511,201901180767137,20190212,20190118,767137
4512,201901180767145,20200801,20190118,767145
4513,201901180767153,20190729,20190118,767153
4514,201901180767160,20190119,20190118,767160
4515,201901180767165,20190702,20190118,767165
4516,201901180767171,20190625,20190118,767171
4517,201901180767174,20190307,20190118,767174
4518,201901180767175,20200723,20190118,767175
4519,201901180767185,20190302,20190118,767185
4520,201901180767189,20190515,20190118,767189
4521,201901180767191,20191220,20190118,767191
4522,201901180767192,20190713,20190118,767192
4523,201901180767193,20190122,20190118,767193
4524,201901180767194,20190929,20190118,767194
4525,201901180767196,20191218,20190118,767196
4526,201901180767197,20190119,20190118,767197
4527,201901180767201,20190727,20190118,767201
4528,201901180767204,20190325,20190118,767204
4529,201901180767205,20200728,20190118,767205
4530,201901180767206,20200226,20190118,767206
4531,201901180767208,20200622,20190118,767208
4532,201901180767211,20190517,20190118,767211
4533,201901180767212,20190924,20190118,767212
4534,201901180767213,20191108,20190118,767213
4535,201901180767214,20190125,20190118,767214
4536,201901180767220,20200701,20190118,767220
4537,201901180767222,20190126,20190118,767222
4538,201901180767227,20191011,20190118,767227
4539,201901180767228,20190203,20190118,767228
4540,201901180767232,20190119,20190118,767232
4541,201901180767233,20190603,20190118,767233
4542,201901180767238,20190730,20190118,767238
4543,201901180767239,20200805,20190118,767239
4544,201901180767241,20190214,20190118,767241
4545,201901180767243,20190119,20190118,767243
4546,201901180767246,20190215,20190118,767246
4547,201901180767247,20190423,20190118,767247
4548,201901180767252,20190321,20190118,767252
4549,201901180767254,20190224,20190118,767254
4550,201901180767257,20200324,20190118,767257
4551,201901180767258,20200331,20190118,767258
4552,201901180767263,20200310,20190118,767263
4553,201901180767267,20190207,20190118,767267
4554,201901180767270,20190201,20190118,767270
4555,201901180767274,20200114,20190118,767274
4556,201901180767277,20190301,20190118,767277
4557,201901180767281,20190119,20190118,767281
4558,201901180767282,20190316,20190118,767282
4559,201901180767288,20200312,20190118,767288
4560,201901180767290,20190329,20190118,767290
4561,201901180767291,20190820,20190118,767291
4562,201901180767294,20190802,20190118,767294
4563,201901180767303,20200529,20190118,767303
4564,201901190767311,20190928,20190119,767311
4565,201901190767312,20190825,20190119,767312
4566,201901190767318,20200730,20190119,767318
4567,201901190767323,20190119,20190119,767323
4568,201901190767331,20190119,20190119,767331
4569,201901190767336,20191003,20190119,767336
4570,201901190767337,20190521,20190119,767337
4571,201901190767338,20190709,20190119,767338
4572,201901190767339,20190608,20190119,767339
4573,201901190767340,20190301,20190119,767340
4574,201901190767343,20190119,20190119,767343
4575,201901190767344,20190126,20190119,767344
4576,201901190767345,20191023,20190119,767345
4577,201901190767348,20190120,20190119,767348
4578,201901190767353,20190127,20190119,767353
4579,201901190767360,20200322,20190119,767360
4580,201901190767362,20200721,20190119,767362
4581,201901190767367,20190826,20190119,767367
4582,201901190767369,20191219,20190119,767369
4583,201901190767370,20190130,20190119,767370
4584,201901190767372,20190708,20190119,767372
4585,201901190767373,20200211,20190119,767373
4586,201901190767378,20200623,20190119,767378
4587,201901190767382,20190208,20190119,767382
4588,201901190767383,20190210,20190119,767383
4589,201901190767386,20190119,20190119,767386
4590,201901190767391,20190119,20190119,767391
4591,201901190767392,20190802,20190119,767392
4592,201901190767394,20190219,20190119,767394
4593,201901190767396,20190119,20190119,767396
4594,201901190767397,20190411,20190119,767397
4595,201901190767403,20190908,20190119,767403
4596,201901190767404,20190213,20190119,767404
4597,201901190767405,20190704,20190119,767405
4598,201901190767406,20200630,20190119,767406
4599,201901190767412,20190302,20190119,767412
4600,201901190767413,20190306,20190119,767413
4601,201901190767414,20191022,20190119,767414
4602,201901190767416,20190315,20190119,767416
4603,201901190767417,20190327,20190119,767417
4604,201901190767418,20190202,20190119,767418
4605,201901190767421,20190829,20190119,767421
4606,201901190767425,20190206,20190119,767425
4607,201901190767431,20200716,20190119,767431
4608,201901190767436,20190719,20190119,767436
4609,201901190767438,20190327,20190119,767438
4610,201901190767441,20200617,20190119,767441
4611,201901190767444,20190703,20190119,767444
4612,201901190767450,20190219,20190119,767450
4613,201901190767452,20190710,20190119,767452
4614,201901190767454,20190129,20190119,767454
4615,201901190767458,20190331,20190119,767458
4616,201901190767462,20200729,20190119,767462
4617,201901190767463,20190213,20190119,767463
4618,201901190767466,20191004,20190119,767466
4619,201901190767477,20190119,20190119,767477
4620,201901190767481,20191111,20190119,767481
4621,201901190767484,20190306,20190119,767484
4622,201901190767485,20200625,20190119,767485
4623,201901190767491,20190308,20190119,767491
4624,201901190767493,20190731,20190119,767493
4625,201901190767495,20191221,20190119,767495
4626,201901190767500,20190209,20190119,767500
4627,201901190767501,20190428,20190119,767501
4628,201901190767509,20190314,20190119,767509
4629,201901190767511,20190119,20190119,767511
4630,201901190767513,20200709,20190119,767513
4631,201901190767522,20190121,20190119,767522
4632,201901190767524,20190119,20190119,767524
4633,201901190767525,20191221,20190119,767525
4634,201901190767526,20190119,20190119,767526
4635,201901190767538,20190214,20190119,767538
4636,201901190767540,20200218,20190119,767540
4637,201901190767549,20200519,20190119,767549
4638,201901190767550,20190122,20190119,767550
4639,201901190767551,20200518,20190119,767551
4640,201901190767554,20190323,20190119,767554
4641,201901190767557,20190119,20190119,767557
4642,201901190767560,20200715,20190119,767560
4643,201901190767561,20200627,20190119,767561
4644,201901190767563,20190713,20190119,767563
4645,201901190767564,20190120,20190119,767564
4646,201901190767568,20200422,20190119,767568
4647,201901190767574,20190131,20190119,767574
4648,201901190767583,20190504,20190119,767583
4649,201901190767584,20190119,20190119,767584
4650,201901190767585,20190511,20190119,767585
4651,201901190767586,20200226,20190119,767586
4652,201901190767594,20190731,20190119,767594
4653,201901190767595,20190520,20190119,767595
4654,201901190767602,20200207,20190119,767602
4655,201901190767609,20191011,20190119,767609
4656,201901190767613,20191130,20190119,767613
4657,201901190767615,20190403,20190119,767615
4658,201901190767616,20190325,20190119,767616
4659,201901190767618,20190119,20190119,767618
4660,201901190767619,20191219,20190119,767619
4661,201901190767620,20190119,20190119,767620
4662,201901190767629,20190215,20190119,767629
4663,201901190767630,20190227,20190119,767630
4664,201901190767643,20190410,20190119,767643
4665,201901190767645,20190212,20190119,767645
4666,201901190767655,20200222,20190119,767655
4667,201901190767657,20200515,20190119,767657
4668,201901190767659,20190611,20190119,767659
4669,201901190767661,20200429,20190119,767661
4670,201901190767662,20190219,20190119,767662
4671,201901190767665,20191011,20190119,767665
4672,201901190767667,20190307,20190119,767667
4673,201901190767668,20190131,20190119,767668
4674,201901190767670,20190121,20190119,767670
4675,201901190767671,20190719,20190119,767671
4676,201901190767675,20190119,20190119,767675
4677,201901190767680,20191030,20190119,767680
4678,201901190767685,20200213,20190119,767685
4679,201901190767686,20190119,20190119,767686
4680,201901190767688,20190207,20190119,767688
4681,201901190767690,20190119,20190119,767690
4682,201901190767691,20190215,20190119,767691
4683,201901190767696,20190226,20190119,767696
4684,201901190767702,20200223,20190119,767702
4685,201901190767703,20190120,20190119,767703
4686,201901190767706,20190821,20190119,767706
4687,201901190767711,20190122,20190119,767711
4688,201901190767712,20200617,20190119,767712
4689,201901190767714,20190616,20190119,767714
4690,201901190767718,20190206,20190119,767718
4691,201901190767721,20200325,20190119,767721
4692,201901190767724,20190129,20190119,767724
4693,201901190767726,20191123,20190119,767726
4694,201901190767727,20200514,20190119,767727
4695,201901190767732,20190529,20190119,767732
4696,201901190767738,20190325,20190119,767738
4697,201901190767740,20190731,20190119,767740
4698,201901190767742,20190729,20190119,767742
4699,201901190767744,20190916,20190119,767744
4700,201901190767746,20191107,20190119,767746
4701,201901190767747,20190131,20190119,767747
4702,201901190767754,20200407,20190119,767754
4703,201901190767755,20200212,20190119,767755
4704,201901190767757,20200324,20190119,767757
4705,201901190767760,20190120,20190119,767760
4706,201901190767766,20200219,20190119,767766
4707,201901190767770,20200323,20190119,767770
4708,201901190767771,20190227,20190119,767771
4709,201901190767775,20190909,20190119,767775
4710,201901190767778,20200406,20190119,767778
4711,201901190767779,20191210,20190119,767779
4712,201901190767780,20190411,20190119,767780
4713,201901190767785,20190429,20190119,767785
4714,201901190767791,20200724,20190119,767791
4715,201901190767793,20200731,20190119,767793
4716,201901190767800,20200216,20190119,767800
4717,201901190767801,20190802,20190119,767801
4718,201901190767822,20200418,20190119,767822
4719,201901190767828,20190508,20190119,767828
4720,201901190767829,20190226,20190119,767829
4721,201901190767831,20190903,20190119,767831
4722,201901190767833,20190311,20190119,767833
4723,201901190767835,20190131,20190119,767835
4724,201901190767844,20190131,20190119,767844
4725,201901190767846,20190814,20190119,767846
4726,201901190767848,20191218,20190119,767848
4727,201901190767850,20190216,20190119,767850
4728,201901190767854,20190729,20190119,767854
4729,201901190767857,20200417,20190119,767857
4730,201901190767861,20200303,20190119,767861
4731,201901190767864,20191011,20190119,767864
4732,201901190767865,20190607,20190119,767865
4733,201901190767866,20190829,20190119,767866
4734,201901190767867,20190207,20190119,767867
4735,201901190767877,20190612,20190119,767877
4736,201901190767878,20190128,20190119,767878
4737,201901190767881,20200702,20190119,767881
4738,201901190767890,20190130,20190119,767890
4739,201901190767893,20190409,20190119,767893
4740,201901190767898,20190120,20190119,767898
4741,201901190767903,20200314,20190119,767903
4742,201901190767904,20191209,20190119,767904
4743,201901190767918,20190209,20190119,767918
4744,201901190767919,20200511,20190119,767919
4745,201901190767921,20191114,20190119,767921
4746,201901190767924,20190624,20190119,767924
4747,201901190767928,20190917,20190119,767928
4748,201901190767930,20190120,20190119,767930
4749,201901190767934,20191206,20190119,767934
4750,201901190767935,20190124,20190119,767935
4751,201901190767936,20190121,20190119,767936
4752,201901190767937,20190730,20190119,767937
4753,201901190767939,20191022,20190119,767939
4754,201901190767942,20190218,20190119,767942
4755,201901190767943,20190120,20190119,767943
4756,201901190767944,20190202,20190119,767944
4757,201901190767952,20190120,20190119,767952
4758,201901190767953,20200423,20190119,767953
4759,201901190767956,20190411,20190119,767956
4760,201901190767957,20190122,20190119,767957
4761,201901190767958,20190504,20190119,767958
4762,201901190767960,20190731,20190119,767960
4763,201901190767965,20190612,20190119,767965
4764,201901190767967,20190126,20190119,767967
4765,201901190767968,20190120,20190119,767968
4766,201901190767970,20191008,20190119,767970
4767,201901190767971,20190714,20190119,767971
4768,201901190767974,20200104,20190119,767974
4769,201901190767977,20190227,20190119,767977
4770,201901190767987,20191227,20190119,767987
4771,201901190767988,20190612,20190119,767988
4772,201901190767994,20190824,20190119,767994
4773,201901190767995,20200423,20190119,767995
4774,201901190767996,20190120,20190119,767996
4775,201901190768004,20200601,20190119,768004
4776,201901190768005,20190121,20190119,768005
4777,201901190768014,20190227,20190119,768014
4778,201901190768015,20191216,20190119,768015
4779,201901190768016,20190704,20190119,768016
4780,201901190768018,20190510,20190119,768018
4781,201901190768023,20190208,20190119,768023
4782,201901190768028,20200430,20190119,768028
4783,201901190768036,20200407,20190119,768036
4784,201901190768042,20190510,20190119,768042
4785,201901190768045,20191024,20190119,768045
4786,201901190768046,20200130,20190119,768046
4787,201901190768047,20190308,20190119,768047
4788,201901190768052,20190706,20190119,768052
4789,201901190768055,20200710,20190119,768055
4790,201901190768056,20191012,20190119,768056
4791,201901190768061,20191113,20190119,768061
4792,201901190768065,20190326,20190119,768065
4793,201901190768069,20191219,20190119,768069
4794,201901190768072,20200629,20190119,768072
4795,201901190768075,20190120,20190119,768075
4796,201901190768083,20190603,20190119,768083
4797,201901190768085,20190120,20190119,768085
4798,201901190768090,20190625,20190119,768090
4799,201901190768091,20190904,20190119,768091
4800,201901190768106,20200120,20190119,768106
4801,201901190768109,20200807,20190119,768109
4802,201901190768112,20200305,20190119,768112
4803,201901190768116,20190603,20190119,768116
4804,201901190768122,20190216,20190119,768122
4805,201901190768134,20200629,20190119,768134
4806,201901190768135,20190711,20190119,768135
4807,201901190768140,20190224,20190119,768140
4808,201901190768147,20200629,20190119,768147
4809,201901190768148,20200416,20190119,768148
4810,201901190768151,20200323,20190119,768151
4811,201901190768156,20190226,20190119,768156
4812,201901190768157,20190713,20190119,768157
4813,201901190768160,20190126,20190119,768160
4814,201901190768161,20190120,20190119,768161
4815,201901190768165,20190410,20190119,768165
4816,201901190768166,20190820,20190119,768166
4817,201901190768168,20191026,20190119,768168
4818,201901190768180,20191011,20190119,768180
4819,201901190768182,20190125,20190119,768182
4820,201901190768184,20200402,20190119,768184
4821,201901190768185,20190120,20190119,768185
4822,201901190768190,20190215,20190119,768190
4823,201901200768171,20190820,20190120,768171
4824,201901200768194,20190120,20190120,768194
4825,201901200768195,20200710,20190120,768195
4826,201901200768196,20200628,20190120,768196
4827,201901200768198,20190120,20190120,768198
4828,201901200768200,20200517,20190120,768200
4829,201901200768204,20190122,20190120,768204
4830,201901200768212,20190228,20190120,768212
4831,201901200768213,20191219,20190120,768213
4832,201901200768219,20190302,20190120,768219
4833,201901200768221,20190327,20190120,768221
4834,201901200768224,20190924,20190120,768224
4835,201901200768230,20190120,20190120,768230
4836,201901200768232,20190419,20190120,768232
4837,201901200768239,20190125,20190120,768239
4838,201901200768246,20190201,20190120,768246
4839,201901200768248,20200519,20190120,768248
4840,201901200768249,20190221,20190120,768249
4841,201901200768252,20190930,20190120,768252
4842,201901200768253,20200711,20190120,768253
4843,201901200768254,20190131,20190120,768254
4844,201901200768263,20191201,20190120,768263
4845,201901200768265,20190125,20190120,768265
4846,201901200768266,20200319,20190120,768266
4847,201901200768267,20200417,20190120,768267
4848,201901200768277,20190122,20190120,768277
4849,201901200768288,20191006,20190120,768288
4850,201901200768291,20200403,20190120,768291
4851,201901200768298,20191031,20190120,768298
4852,201901200768304,20190319,20190120,768304
4853,201901200768307,20190120,20190120,768307
4854,201901200768309,20190722,20190120,768309
4855,201901200768318,20191025,20190120,768318
4856,201901200768320,20191206,20190120,768320
4857,201901200768321,20191220,20190120,768321
4858,201901200768322,20200225,20190120,768322
4859,201901200768324,20200325,20190120,768324
4860,201901200768335,20191221,20190120,768335
4861,201901200768336,20200122,20190120,768336
4862,201901200768345,20190228,20190120,768345
4863,201901200768347,20200723,20190120,768347
4864,201901200768349,20190220,20190120,768349
4865,201901200768350,20200330,20190120,768350
4866,201901200768354,20191126,20190120,768354
4867,201901200768355,20190224,20190120,768355
4868,201901200768357,20200701,20190120,768357
4869,201901200768361,20190201,20190120,768361
4870,201901200768362,20191024,20190120,768362
4871,201901200768365,20200331,20190120,768365
4872,201901200768367,20190220,20190120,768367
4873,201901200768368,20190131,20190120,768368
4874,201901200768373,20190731,20190120,768373
4875,201901200768374,20190918,20190120,768374
4876,201901200768379,20190306,20190120,768379
4877,201901200768383,20190707,20190120,768383
4878,201901200768384,20200720,20190120,768384
4879,201901200768386,20200621,20190120,768386
4880,201901200768387,20190402,20190120,768387
4881,201901200768389,20190516,20190120,768389
4882,201901200768398,20200624,20190120,768398
4883,201901200768400,20200224,20190120,768400
4884,201901200768401,20190405,20190120,768401
4885,201901200768402,20190214,20190120,768402
4886,201901200768404,20190223,20190120,768404
4887,201901200768405,20190128,20190120,768405
4888,201901200768406,20190401,20190120,768406
4889,201901200768407,20200626,20190120,768407
4890,201901200768415,20200310,20190120,768415
4891,201901200768419,20191121,20190120,768419
4892,201901200768420,20190811,20190120,768420
4893,201901200768423,20191025,20190120,768423
4894,201901200768426,20190301,20190120,768426
4895,201901200768427,20191005,20190120,768427
4896,201901200768431,20190401,20190120,768431
4897,201901200768432,20200308,20190120,768432
4898,201901200768433,20190528,20190120,768433
4899,201901200768436,20190201,20190120,768436
4900,201901200768440,20190206,20190120,768440
4901,201901200768441,20190529,20190120,768441
4902,201901200768442,20200520,20190120,768442
4903,201901200768457,20190210,20190120,768457
4904,201901200768463,20200303,20190120,768463
4905,201901200768468,20191231,20190120,768468
4906,201901200768469,20190818,20190120,768469
4907,201901200768479,20200530,20190120,768479
4908,201901200768485,20190203,20190120,768485
4909,201901200768492,20190321,20190120,768492
4910,201901200768493,20190213,20190120,768493
4911,201901200768494,20190219,20190120,768494
4912,201901200768495,20200627,20190120,768495
4913,201901200768503,20190729,20190120,768503
4914,201901200768504,20200531,20190120,768504
4915,201901200768513,20190928,20190120,768513
4916,201901200768518,20190730,20190120,768518
4917,201901200768521,20190902,20190120,768521
4918,201901200768526,20190120,20190120,768526
4919,201901200768532,20190121,20190120,768532
4920,201901200768537,20190121,20190120,768537
4921,201901200768541,20190205,20190120,768541
4922,201901200768548,20190315,20190120,768548
4923,201901200768558,20191221,20190120,768558
4924,201901200768564,20190131,20190120,768564
4925,201901200768569,20190401,20190120,768569
4926,201901200768573,20191025,20190120,768573
4927,201901200768575,20200528,20190120,768575
4928,201901200768577,20191025,20190120,768577
4929,201901200768578,20200422,20190120,768578
4930,201901200768582,20190904,20190120,768582
4931,201901200768584,20200730,20190120,768584
4932,201901200768590,20190121,20190120,768590
4933,201901200768593,20190911,20190120,768593
4934,201901200768594,20200803,20190120,768594
4935,201901200768595,20190126,20190120,768595
4936,201901200768599,20190121,20190120,768599
4937,201901200768600,20200227,20190120,768600
4938,201901200768607,20190310,20190120,768607
4939,201901200768612,20190705,20190120,768612
4940,201901200768619,20191103,20190120,768619
4941,201901200768624,20190121,20190120,768624
4942,201901200768626,20200227,20190120,768626
4943,201901200768629,20200616,20190120,768629
4944,201901200768631,20190121,20190120,768631
4945,201901200768638,20190227,20190120,768638
4946,201901200768642,20190715,20190120,768642
4947,201901200768644,20190826,20190120,768644
4948,201901200768648,20190820,20190120,768648
4949,201901200768650,20200514,20190120,768650
4950,201901200768651,20190121,20190120,768651
4951,201901200768652,20191221,20190120,768652
4952,201901200768654,20190130,20190120,768654
4953,201901200768655,20190208,20190120,768655
4954,201901200768659,20190524,20190120,768659
4955,201901200768664,20200619,20190120,768664
4956,201901200768668,20190131,20190120,768668
4957,201901200768675,20190308,20190120,768675
4958,201901200768676,20200210,20190120,768676
4959,201901200768683,20190312,20190120,768683
4960,201901200768684,20190410,20190120,768684
4961,201901200768697,20200118,20190120,768697
4962,201901200768701,20200225,20190120,768701
4963,201901200768704,20190407,20190120,768704
4964,201901200768705,20190227,20190120,768705
4965,201901200768709,20190130,20190120,768709
4966,201901200768713,20190121,20190120,768713
4967,201901200768717,20190423,20190120,768717
4968,201901200768718,20190123,20190120,768718
4969,201901200768719,20190208,20190120,768719
4970,201901200768720,20190121,20190120,768720
4971,201901200768729,20190319,20190120,768729
4972,201901200768730,20191008,20190120,768730
4973,201901200768731,20190208,20190120,768731
4974,201901200768740,20200424,20190120,768740
4975,201901200768741,20191015,20190120,768741
4976,201901200768744,20190201,20190120,768744
4977,201901200768747,20190813,20190120,768747
4978,201901200768750,20190121,20190120,768750
4979,201901200768762,20190626,20190120,768762
4980,201901200768765,20190220,20190120,768765
4981,201901200768766,20200209,20190120,768766
4982,201901200768769,20191113,20190120,768769
4983,201901200768774,20200729,20190120,768774
4984,201901200768777,20190515,20190120,768777
4985,201901200768779,20200324,20190120,768779
4986,201901200768786,20190212,20190120,768786
4987,201901200768791,20190509,20190120,768791
4988,201901200768800,20190730,20190120,768800
4989,201901200768807,20200111,20190120,768807
4990,201901200768809,20200706,20190120,768809
4991,201901200768810,20190201,20190120,768810
4992,201901200768813,20200721,20190120,768813
4993,201901200768814,20190131,20190120,768814
4994,201901200768818,20190711,20190120,768818
4995,201901200768820,20190210,20190120,768820
4996,201901200768825,20200516,20190120,768825
4997,201901200768828,20191011,20190120,768828
4998,201901200768829,20190521,20190120,768829
4999,201901200768834,20191010,20190120,768834
5000,201901200768841,20190129,20190120,768841
5001,201901200768842,20190731,20190120,768842
5002,201901200768843,20190329,20190120,768843
5003,201901200768848,20190730,20190120,768848
5004,201901200768849,20190123,20190120,768849
5005,201901200768851,20200613,20190120,768851
5006,201901200768852,20190121,20190120,768852
5007,201901200768853,20200725,20190120,768853
5008,201901200768858,20200104,20190120,768858
5009,201901200768859,20190121,20190120,768859
5010,201901200768860,20190506,20190120,768860
5011,201901200768863,20191023,20190120,768863
5012,201901200768866,20191212,20190120,768866
5013,201901200768867,20190315,20190120,768867
5014,201901200768868,20191024,20190120,768868
5015,201901200768872,20190806,20190120,768872
5016,201901200768875,20190301,20190120,768875
5017,201901200768878,20200330,20190120,768878
5018,201901200768880,20190220,20190120,768880
5019,201901200768881,20200408,20190120,768881
5020,201901200768882,20190121,20190120,768882
5021,201901200768883,20200422,20190120,768883
5022,201901200768884,20191219,20190120,768884
5023,201901200768888,20200116,20190120,768888
5024,201901200768889,20200414,20190120,768889
5025,201901200768892,20190316,20190120,768892
5026,201901200768899,20190121,20190120,768899
5027,201901200768901,20190424,20190120,768901
5028,201901200768902,20190731,20190120,768902
5029,201901200768924,20200116,20190120,768924
5030,201901200768927,20190213,20190120,768927
5031,201901200768928,20190312,20190120,768928
5032,201901200768930,20190215,20190120,768930
5033,201901200768932,20200731,20190120,768932
5034,201901200768933,20200520,20190120,768933
5035,201901200768936,20200725,20190120,768936
5036,201901200768942,20190307,20190120,768942
5037,201901200768946,20190730,20190120,768946
5038,201901200768952,20190923,20190120,768952
5039,201901200768956,20191115,20190120,768956
5040,201901200768962,20190705,20190120,768962
5041,201901200768967,20190625,20190120,768967
5042,201901200768975,20191024,20190120,768975
5043,201901200768978,20200726,20190120,768978
5044,201901200768983,20190713,20190120,768983
5045,201901200768985,20191219,20190120,768985
5046,201901200768987,20191006,20190120,768987
5047,201901200768988,20190610,20190120,768988
5048,201901200768992,20200222,20190120,768992
5049,201901200768996,20200721,20190120,768996
5050,201901200768997,20200507,20190120,768997
5051,201901200769000,20191229,20190120,769000
5052,201901200769001,20190222,20190120,769001
5053,201901200769003,20200323,20190120,769003
5054,201901200769007,20190128,20190120,769007
5055,201901200769008,20190317,20190120,769008
5056,201901200769011,20190214,20190120,769011
5057,201901200769015,20190219,20190120,769015
5058,201901200769016,20190215,20190120,769016
5059,201901200769022,20190122,20190120,769022
5060,201901200769024,20190930,20190120,769024
5061,201901200769030,20190225,20190120,769030
5062,201901200769032,20200726,20190120,769032
5063,201901200769034,20200421,20190120,769034
5064,201901200769036,20200428,20190120,769036
5065,201901200769039,20190906,20190120,769039
5066,201901200769040,20200630,20190120,769040
5067,201901200769043,20190208,20190120,769043
5068,201901200769044,20190606,20190120,769044
5069,201901200769046,20190301,20190120,769046
5070,201901200769047,20190121,20190120,769047
5071,201901200769048,20190730,20190120,769048
5072,201901200769049,20190602,20190120,769049
5073,201901200769051,20190325,20190120,769051
5074,201901200769054,20190402,20190120,769054
5075,201901200769056,20190313,20190120,769056
5076,201901200769059,20190121,20190120,769059
5077,201901200769060,20200723,20190120,769060
5078,201901200769066,20190730,20190120,769066
5079,201901200769069,20190410,20190120,769069
5080,201901200769073,20190121,20190120,769073
5081,201901210769075,20190917,20190121,769075
5082,201901210769077,20191024,20190121,769077
5083,201901210769093,20190121,20190121,769093
5084,201901210769101,20190523,20190121,769101
5085,201901210769103,20200707,20190121,769103
5086,201901210769104,20190923,20190121,769104
5087,201901210769105,20191219,20190121,769105
5088,201901210769107,20190131,20190121,769107
5089,201901210769108,20190331,20190121,769108
5090,201901210769109,20190930,20190121,769109
5091,201901210769110,20200417,20190121,769110
5092,201901210769111,20200131,20190121,769111
5093,201901210769115,20190121,20190121,769115
5094,201901210769118,20190222,20190121,769118
5095,201901210769119,20190617,20190121,769119
5096,201901210769120,20190330,20190121,769120
5097,201901210769127,20200706,20190121,769127
5098,201901210769128,20190527,20190121,769128
5099,201901210769129,20200211,20190121,769129
5100,201901210769131,20200630,20190121,769131
5101,201901210769132,20200801,20190121,769132
5102,201901210769134,20190318,20190121,769134
5103,201901210769136,20190401,20190121,769136
5104,201901210769139,20200802,20190121,769139
5105,201901210769140,20190122,20190121,769140
5106,201901210769141,20190408,20190121,769141
5107,201901210769144,20190428,20190121,769144
5108,201901210769145,20190717,20190121,769145
5109,201901210769146,20190127,20190121,769146
5110,201901210769148,20191007,20190121,769148
5111,201901210769149,20190907,20190121,769149
5112,201901210769152,20191114,20190121,769152
5113,201901210769153,20200224,20190121,769153
5114,201901210769156,20200729,20190121,769156
5115,201901210769165,20191212,20190121,769165
5116,201901210769166,20190415,20190121,769166
5117,201901210769169,20190214,20190121,769169
5118,201901210769179,20190617,20190121,769179
5119,201901210769190,20190121,20190121,769190
5120,201901210769193,20200804,20190121,769193
5121,201901210769200,20190531,20190121,769200
5122,201901210769206,20200514,20190121,769206
5123,201901210769207,20190702,20190121,769207
5124,201901210769212,20190122,20190121,769212
5125,201901210769230,20200730,20190121,769230
5126,201901210769246,20190121,20190121,769246
5127,201901210769247,20190130,20190121,769247
5128,201901210769252,20190709,20190121,769252
5129,201901210769253,20190216,20190121,769253
5130,201901210769257,20200801,20190121,769257
5131,201901210769271,20190308,20190121,769271
5132,201901210769272,20190306,20190121,769272
5133,201901210769278,20190213,20190121,769278
5134,201901210769280,20190806,20190121,769280
5135,201901210769281,20190928,20190121,769281
5136,201901210769283,20190123,20190121,769283
5137,201901210769288,20190227,20190121,769288
5138,201901210769292,20190320,20190121,769292
5139,201901210769295,20190209,20190121,769295
5140,201901210769296,20200801,20190121,769296
5141,201901210769297,20190811,20190121,769297
5142,201901210769302,20190719,20190121,769302
5143,201901210769305,20200203,20190121,769305
5144,201901210769309,20190411,20190121,769309
5145,201901210769311,20190312,20190121,769311
5146,201901210769314,20190507,20190121,769314
5147,201901210769317,20190725,20190121,769317
5148,201901210769321,20190719,20190121,769321
5149,201901210769324,20200630,20190121,769324
5150,201901210769332,20191201,20190121,769332
5151,201901210769335,20190121,20190121,769335
5152,201901210769336,20190201,20190121,769336
5153,201901210769338,20190321,20190121,769338
5154,201901210769344,20200225,20190121,769344
5155,201901210769352,20190307,20190121,769352
5156,201901210769355,20190211,20190121,769355
5157,201901210769357,20191021,20190121,769357
5158,201901210769358,20190605,20190121,769358
5159,201901210769360,20200401,20190121,769360
5160,201901210769361,20190128,20190121,769361
5161,201901210769363,20200409,20190121,769363
5162,201901210769366,20190228,20190121,769366
5163,201901210769367,20190502,20190121,769367
5164,201901210769371,20190512,20190121,769371
5165,201901210769373,20190211,20190121,769373
5166,201901210769374,20191105,20190121,769374
5167,201901210769375,20190529,20190121,769375
5168,201901210769376,20190121,20190121,769376
5169,201901210769377,20190812,20190121,769377
5170,201901210769384,20190121,20190121,769384
5171,201901210769391,20190321,20190121,769391
5172,201901210769395,20190527,20190121,769395
5173,201901210769396,20190221,20190121,769396
5174,201901210769402,20190415,20190121,769402
5175,201901210769403,20200306,20190121,769403
5176,201901210769410,20190712,20190121,769410
5177,201901210769411,20190221,20190121,769411
5178,201901210769413,20190402,20190121,769413
5179,201901210769417,20200805,20190121,769417
5180,201901210769424,20200626,20190121,769424
5181,201901210769430,20190904,20190121,769430
5182,201901210769432,20190208,20190121,769432
5183,201901210769433,20190329,20190121,769433
5184,201901210769438,20190125,20190121,769438
5185,201901210769443,20190218,20190121,769443
5186,201901210769444,20190906,20190121,769444
5187,201901210769447,20190224,20190121,769447
5188,201901210769452,20190731,20190121,769452
5189,201901210769453,20190121,20190121,769453
5190,201901210769455,20200316,20190121,769455
